chr	position	strand
Pf3D7_03_v3	1040900	+
Pf3D7_13_v3	2908005	-
Pf3D7_03_v3	1056316	+
Pf3D7_06_v3	1404578	+
Pf3D7_06_v3	1387564	+
Pf3D7_03_v3	1047136	+
Pf3D7_10_v3	1659797	+
Pf3D7_10_v3	1674374	+
Pf3D7_05_v3	6623	-
Pf3D7_11_v3	13326	-
Pf3D7_03_v3	26386	-
Pf3D7_01_v3	22909	-
Pf3D7_08_v3	1449531	-
Pf3D7_13_v3	2922208	+
Pf3D7_01_v3	4763	-
Pf3D7_03_v3	790	-
Pf3D7_08_v3	915	-
Pf3D7_11_v3	4688	-
Pf3D7_01_v3	637664	+
Pf3D7_06_v3	1390659	-
Pf3D7_10_v3	1676350	-
Pf3D7_05_v3	8430	+
Pf3D7_03_v3	1442	+
Pf3D7_03_v3	16031	-
Pf3D7_06_v3	1384405	+
Pf3D7_07_v3	9329	+
Pf3D7_12_v3	9079	+
Pf3D7_09_v3	1523719	-
Pf3D7_09_v3	1514729	+
Pf3D7_13_v3	2917907	+
Pf3D7_06_v3	1404199	+
Pf3D7_06_v3	1392292	+
Pf3D7_13_v3	8886	-
Pf3D7_03_v3	1042262	-
Pf3D7_10_v3	25493	-
Pf3D7_10_v3	1678547	-
Pf3D7_02_v3	6979	-
Pf3D7_07_v3	13223	+
Pf3D7_03_v3	24514	-
Pf3D7_03_v3	22006	+
Pf3D7_07_v3	1059	-
Pf3D7_04_v3	24386	-
Pf3D7_10_v3	1686028	+
Pf3D7_12_v3	2270930	-
Pf3D7_10_v3	1686947	-
Pf3D7_03_v3	1065919	+
Pf3D7_03_v3	1060447	-
Pf3D7_03_v3	1040773	+
Pf3D7_02_v3	934930	+
Pf3D7_13_v3	5012	+
Pf3D7_06_v3	1391080	+
Pf3D7_03_v3	29981	-
Pf3D7_12_v3	13204	-
Pf3D7_06_v3	1401599	-
Pf3D7_01_v3	21159	-
Pf3D7_02_v3	927286	-
Pf3D7_09_v3	1512449	+
Pf3D7_10_v3	1682510	+
Pf3D7_03_v3	16287	-
Pf3D7_13_v3	11176	-
Pf3D7_12_v3	7521	+
Pf3D7_12_v3	3286	-
Pf3D7_03_v3	29829	+
Pf3D7_01_v3	634773	+
Pf3D7_12_v3	11113	+
Pf3D7_04_v3	9804	+
Pf3D7_09_v3	12362	+
Pf3D7_10_v3	1685932	-
Pf3D7_02_v3	15758	-
Pf3D7_10_v3	1669001	-
Pf3D7_13_v3	5530	+
Pf3D7_10_v3	14435	-
Pf3D7_06_v3	1396364	-
Pf3D7_12_v3	2263010	+
Pf3D7_08_v3	930	+
Pf3D7_10_v3	1657783	+
Pf3D7_11_v3	18350	-
Pf3D7_10_v3	1664812	-
Pf3D7_04_v3	12019	-
Pf3D7_02_v3	13189	-
Pf3D7_03_v3	1051771	-
Pf3D7_07_v3	1440808	+
Pf3D7_07_v3	1431453	-
Pf3D7_08_v3	1465917	+
Pf3D7_06_v3	1390712	-
Pf3D7_10_v3	1664438	-
Pf3D7_13_v3	12018	-
Pf3D7_03_v3	1064683	+
Pf3D7_10_v3	6421	-
Pf3D7_09_v3	1526204	-
Pf3D7_08_v3	1307	-
Pf3D7_03_v3	2723	-
Pf3D7_10_v3	1679080	+
Pf3D7_13_v3	2916413	+
Pf3D7_10_v3	10395	+
Pf3D7_13_v3	12737	-
Pf3D7_13_v3	2905778	+
Pf3D7_04_v3	1186430	-
Pf3D7_09_v3	1520330	+
Pf3D7_07_v3	6110	-
Pf3D7_13_v3	2919429	+
Pf3D7_02_v3	9983	-
Pf3D7_06_v3	1394592	+
Pf3D7_12_v3	2261371	+
Pf3D7_04_v3	21041	-
Pf3D7_10_v3	1660863	+
Pf3D7_05_v3	18926	+
Pf3D7_13_v3	2908393	+
Pf3D7_12_v3	2264093	-
Pf3D7_04_v3	26571	+
Pf3D7_10_v3	1666692	+
Pf3D7_04_v3	1184924	-
Pf3D7_09_v3	14373	-
Pf3D7_09_v3	1504344	+
Pf3D7_11_v3	10678	+
Pf3D7_01_v3	28160	+
Pf3D7_03_v3	14959	+
Pf3D7_10_v3	18888	-
Pf3D7_08_v3	1459268	+
Pf3D7_07_v3	1430894	-
Pf3D7_01_v3	623694	-
Pf3D7_04_v3	1191221	+
Pf3D7_12_v3	1695	+
Pf3D7_01_v3	11922	+
Pf3D7_06_v3	1397866	-
Pf3D7_13_v3	2920053	-
Pf3D7_01_v3	618818	+
Pf3D7_10_v3	1681854	+
Pf3D7_03_v3	1050969	-
Pf3D7_12_v3	10585	+
Pf3D7_10_v3	1671312	+
Pf3D7_12_v3	2256212	+
Pf3D7_03_v3	33594	-
Pf3D7_08_v3	4568	-
Pf3D7_10_v3	1652104	+
Pf3D7_03_v3	1060765	+
Pf3D7_03_v3	1057055	+
Pf3D7_01_v3	25589	-
Pf3D7_13_v3	2908211	+
Pf3D7_10_v3	465	+
Pf3D7_09_v3	1504857	+
Pf3D7_10_v3	1666750	-
Pf3D7_08_v3	5079	+
Pf3D7_07_v3	18067	-
Pf3D7_06_v3	1387546	-
Pf3D7_09_v3	1537249	-
Pf3D7_03_v3	7825	+
Pf3D7_12_v3	2252275	+
Pf3D7_11_v3	6403	+
Pf3D7_04_v3	1183841	+
Pf3D7_08_v3	1455733	-
Pf3D7_02_v3	931863	+
Pf3D7_13_v3	2910450	+
Pf3D7_12_v3	2261391	-
Pf3D7_13_v3	21	+
Pf3D7_04_v3	1183466	+
Pf3D7_02_v3	928026	-
Pf3D7_03_v3	7029	-
Pf3D7_01_v3	618057	-
Pf3D7_02_v3	7630	+
Pf3D7_01_v3	629527	-
Pf3D7_13_v3	2903538	-
Pf3D7_01_v3	623979	+
Pf3D7_02_v3	935029	+
Pf3D7_11_v3	12788	-
Pf3D7_08_v3	1453727	+
Pf3D7_10_v3	1658950	+
Pf3D7_09_v3	7869	-
Pf3D7_12_v3	2250198	-
Pf3D7_09_v3	1522635	+
Pf3D7_08_v3	19156	-
Pf3D7_10_v3	10987	-
Pf3D7_06_v3	1387191	-
Pf3D7_04_v3	1194792	+
Pf3D7_07_v3	2486	+
Pf3D7_02_v3	928749	-
Pf3D7_10_v3	1656173	+
Pf3D7_03_v3	1064617	-
Pf3D7_02_v3	946676	-
Pf3D7_03_v3	1055560	+
Pf3D7_11_v3	2037478	-
Pf3D7_04_v3	1193593	-
Pf3D7_09_v3	1527066	-
Pf3D7_12_v3	8842	-
Pf3D7_01_v3	640517	-
Pf3D7_10_v3	1677812	-
Pf3D7_04_v3	2455	-
Pf3D7_03_v3	14147	-
Pf3D7_09_v3	1540776	+
Pf3D7_12_v3	2258479	+
Pf3D7_04_v3	5663	+
Pf3D7_08_v3	1469055	-
Pf3D7_04_v3	17295	+
Pf3D7_08_v3	1460332	-
Pf3D7_09_v3	8075	+
Pf3D7_09_v3	2391	+
Pf3D7_09_v3	7380	+
Pf3D7_02_v3	934299	-
Pf3D7_09_v3	1539147	-
Pf3D7_09_v3	1515660	-
Pf3D7_09_v3	1509712	-
Pf3D7_01_v3	626455	+
Pf3D7_06_v3	1418140	-
Pf3D7_06_v3	1400211	+
Pf3D7_01_v3	625238	+
Pf3D7_03_v3	24071	-
Pf3D7_06_v3	1406012	-
Pf3D7_10_v3	1661808	+
Pf3D7_03_v3	1067046	-
Pf3D7_11_v3	13827	+
Pf3D7_08_v3	1173	-
Pf3D7_10_v3	1665802	-
Pf3D7_07_v3	18080	-
Pf3D7_07_v3	1434151	-
Pf3D7_09_v3	10914	-
Pf3D7_13_v3	12525	+
Pf3D7_07_v3	1439820	-
Pf3D7_08_v3	17751	+
Pf3D7_09_v3	2868	+
Pf3D7_10_v3	14268	-
Pf3D7_01_v3	629117	-
Pf3D7_07_v3	1429759	+
Pf3D7_07_v3	13195	+
Pf3D7_13_v3	2416	-
Pf3D7_07_v3	1435297	+
Pf3D7_07_v3	6470	+
Pf3D7_13_v3	2898706	+
Pf3D7_06_v3	1412055	+
Pf3D7_03_v3	8812	-
Pf3D7_03_v3	9213	-
Pf3D7_02_v3	20718	-
Pf3D7_01_v3	25211	+
Pf3D7_06_v3	1384620	-
Pf3D7_10_v3	1661018	-
Pf3D7_10_v3	19572	+
Pf3D7_01_v3	22360	+
Pf3D7_08_v3	1472788	+
Pf3D7_02_v3	936966	-
Pf3D7_13_v3	153	-
Pf3D7_02_v3	944226	+
Pf3D7_09_v3	3096	+
Pf3D7_04_v3	1183386	+
Pf3D7_09_v3	1529470	-
Pf3D7_06_v3	1404446	+
Pf3D7_10_v3	1652981	+
Pf3D7_03_v3	1044014	+
Pf3D7_12_v3	2262542	-
Pf3D7_07_v3	1431635	+
Pf3D7_10_v3	1676000	-
Pf3D7_12_v3	6692	-
Pf3D7_14_v3	746	-
Pf3D7_03_v3	17144	+
Pf3D7_04_v3	10137	+
Pf3D7_03_v3	1049007	+
Pf3D7_03_v3	1059241	-
Pf3D7_08_v3	1458958	-
Pf3D7_13_v3	2912499	-
Pf3D7_13_v3	2911965	-
Pf3D7_08_v3	4226	-
Pf3D7_09_v3	1538469	+
Pf3D7_12_v3	9151	-
Pf3D7_13_v3	14681	-
Pf3D7_03_v3	31832	+
Pf3D7_08_v3	18817	-
Pf3D7_11_v3	15550	+
Pf3D7_04_v3	21848	+
Pf3D7_06_v3	1399849	+
Pf3D7_13_v3	2917004	+
Pf3D7_13_v3	2903936	+
Pf3D7_12_v3	2265204	+
Pf3D7_10_v3	1653936	-
Pf3D7_03_v3	1065499	+
Pf3D7_04_v3	6791	+
Pf3D7_08_v3	13361	-
Pf3D7_08_v3	1444609	+
Pf3D7_07_v3	1429820	+
Pf3D7_09_v3	1541232	+
Pf3D7_06_v3	1412440	-
Pf3D7_10_v3	1658975	+
Pf3D7_04_v3	1183582	-
Pf3D7_04_v3	1196889	+
Pf3D7_02_v3	24010	+
Pf3D7_03_v3	6088	-
Pf3D7_12_v3	10790	-
Pf3D7_06_v3	1393295	+
Pf3D7_03_v3	26868	+
Pf3D7_10_v3	1666197	-
Pf3D7_08_v3	1447864	+
Pf3D7_01_v3	9322	+
Pf3D7_04_v3	14951	-
Pf3D7_03_v3	28816	+
Pf3D7_09_v3	1504886	-
Pf3D7_03_v3	1066751	-
Pf3D7_01_v3	632040	-
Pf3D7_01_v3	637715	+
Pf3D7_08_v3	1470811	+
Pf3D7_01_v3	4413	+
Pf3D7_12_v3	1524	+
Pf3D7_02_v3	942020	-
Pf3D7_09_v3	3612	-
Pf3D7_06_v3	1388571	-
Pf3D7_06_v3	1399735	-
Pf3D7_01_v3	638673	-
Pf3D7_10_v3	1680117	+
Pf3D7_12_v3	2260972	+
Pf3D7_01_v3	5645	+
Pf3D7_03_v3	12142	-
Pf3D7_12_v3	2264696	+
Pf3D7_08_v3	3196	-
Pf3D7_02_v3	936277	+
Pf3D7_03_v3	427	-
Pf3D7_09_v3	1516331	-
Pf3D7_10_v3	6846	+
Pf3D7_09_v3	13091	+
Pf3D7_13_v3	2922537	+
Pf3D7_07_v3	1429651	+
Pf3D7_04_v3	22130	+
Pf3D7_07_v3	12851	-
Pf3D7_05_v3	19535	+
Pf3D7_03_v3	32901	+
Pf3D7_01_v3	2896	-
Pf3D7_04_v3	1195495	-
Pf3D7_10_v3	16351	+
Pf3D7_01_v3	3250	-
Pf3D7_06_v3	1392374	+
Pf3D7_09_v3	1538986	+
Pf3D7_09_v3	10436	+
Pf3D7_10_v3	1663253	+
Pf3D7_11_v3	7473	+
Pf3D7_10_v3	23134	-
Pf3D7_02_v3	6874	+
Pf3D7_07_v3	3113	+
Pf3D7_09_v3	11030	+
Pf3D7_03_v3	1067755	+
Pf3D7_01_v3	5268	+
Pf3D7_03_v3	9216	-
Pf3D7_07_v3	9191	-
Pf3D7_06_v3	1390378	-
Pf3D7_03_v3	23491	+
Pf3D7_11_v3	5914	-
Pf3D7_13_v3	2621	-
Pf3D7_03_v3	9431	-
Pf3D7_13_v3	19026	+
Pf3D7_01_v3	26864	-
Pf3D7_13_v3	10340	+
Pf3D7_13_v3	2906413	-
Pf3D7_01_v3	23549	+
Pf3D7_10_v3	1657934	-
Pf3D7_13_v3	2914370	+
Pf3D7_12_v3	2264512	-
Pf3D7_13_v3	2916131	+
Pf3D7_08_v3	4435	-
Pf3D7_01_v3	633713	+
Pf3D7_12_v3	9945	-
Pf3D7_09_v3	16820	-
Pf3D7_09_v3	3352	+
Pf3D7_06_v3	1404787	+
Pf3D7_08_v3	1467947	-
Pf3D7_02_v3	930674	+
Pf3D7_10_v3	20536	+
Pf3D7_01_v3	618206	-
Pf3D7_10_v3	19827	+
Pf3D7_12_v3	9852	+
Pf3D7_07_v3	3773	+
Pf3D7_07_v3	1428191	+
Pf3D7_04_v3	20693	+
Pf3D7_13_v3	2901415	+
Pf3D7_10_v3	13735	+
Pf3D7_05_v3	1223	+
Pf3D7_03_v3	34777	+
Pf3D7_03_v3	19812	+
Pf3D7_07_v3	18251	+
Pf3D7_13_v3	3278	-
Pf3D7_10_v3	5682	+
Pf3D7_03_v3	22033	-
Pf3D7_12_v3	9824	-
Pf3D7_05_v3	15931	-
Pf3D7_12_v3	15081	-
Pf3D7_03_v3	1062835	+
Pf3D7_09_v3	2696	-
Pf3D7_13_v3	6329	+
Pf3D7_03_v3	1065486	-
Pf3D7_09_v3	1524758	+
Pf3D7_13_v3	2921061	+
Pf3D7_02_v3	937156	+
Pf3D7_01_v3	616954	+
Pf3D7_09_v3	1521894	+
Pf3D7_04_v3	1197079	-
Pf3D7_01_v3	632178	+
Pf3D7_07_v3	2602	-
Pf3D7_10_v3	1658517	+
Pf3D7_04_v3	23715	-
Pf3D7_04_v3	1200087	+
Pf3D7_11_v3	2037783	+
Pf3D7_08_v3	1996	+
