chr	start	end	strand	gene_id	dist_to_v48_tss	dist_to_v68_tss	dist_to_v48_tts	dist_to_v68_tts	v48_tss	v48_tts	v68_tss	v68_tts	pred_tss	pred_tts
Pf3D7_10_v3	142254.0	146538.0	+	PF3D7_1003000	165.0	3984.0	301.0	-557.0	142419	146237	146238.0	147095.0	142254	146538
Pf3D7_10_v3	147238.0	148640.0	+	PF3D7_1003100	401.0	1002.0	401.0	-71.0	147639	148239	148240.0	148711.0	147238	148640
Pf3D7_10_v3	149040.0	150239.0	+	PF3D7_1003200	302.0	999.0	201.0	35.0	149342	150038	150039.0	150204.0	149040	150239
Pf3D7_10_v3	150115.0	151063.0	-	PF3D7_1003300	-189.0	535.0	647.0	188.0	150874	150416	151598.0	150875.0	151063	150115
Pf3D7_10_v3	151963.0	158615.0	-	PF3D7_1003400	-99.0	162.0	6251.0	98.0	158516	152364	158777.0	158517.0	158615	151963
Pf3D7_10_v3	159915.0	161344.0	-	PF3D7_1003500	-382.0	2084.0	1028.0	381.0	160962	160316	163428.0	160963.0	161344	159915
Pf3D7_10_v3	164863.0	166191.0	+	PF3D7_1003600	82.0	928.0	401.0	-535.0	164945	165790	165791.0	166726.0	164863	166191
Pf3D7_10_v3	166342.0	170922.0	-	PF3D7_1003700	-253.0	718.0	4179.0	252.0	170669	166743	171640.0	170670.0	170922	166342
Pf3D7_10_v3	172322.0	176920.0	-	PF3D7_1003800	-490.0	226.0	4197.0	489.0	176430	172723	177146.0	176431.0	176920	172322
Pf3D7_10_v3	177531.0	179171.0	+	PF3D7_1003900	390.0	976.0	301.0	301.0	177921	178870	178507.0	178870.0	177531	179171
Pf3D7_10_v3	179043.0	180343.0	-	PF3D7_1004000	-117.0	356.0	999.0	116.0	180226	179344	180699.0	180227.0	180343	179043
Pf3D7_10_v3	182127.0	187401.0	+	PF3D7_1004100	117.0	4846.0	301.0	301.0	182244	187100	186973.0	187100.0	182127	187401
Pf3D7_10_v3	187268.0	197351.0	-	PF3D7_1004200	-397.0	-361.0	9682.0	396.0	196954	187669	196990.0	196955.0	197351	187268
Pf3D7_10_v3	199251.0	202899.0	-	PF3D7_1004300	-55.0	1754.0	3447.0	54.0	202844	199452	204653.0	202845.0	202899	199251
Pf3D7_10_v3	206599.0	209985.0	-	PF3D7_1004400	-343.0	248.0	2985.0	342.0	209642	207000	210233.0	209643.0	209985	206599
Pf3D7_10_v3	213585.0	215016.0	-	PF3D7_1004500	-422.0	163.0	1030.0	421.0	214594	213986	215179.0	214595.0	215016	213585
Pf3D7_10_v3	215695.0	219760.0	+	PF3D7_1004600	22.0	-351.0	1.0	4044.0	215717	219759	215344.0	215716.0	215695	219760
Pf3D7_10_v3	219760.0	221444.0	-	PF3D7_1004700	-91.0	345.0	1426.0	90.0	221353	220018	221789.0	221354.0	221444	219760
Pf3D7_10_v3	221654.0	223731.0	+	PF3D7_1004800	291.0	1777.0	301.0	163.0	221945	223430	223431.0	223568.0	221654	223731
Pf3D7_10_v3	224131.0	225308.0	+	PF3D7_1004900	117.0	1077.0	101.0	-75.0	224248	225207	225208.0	225383.0	224131	225308
Pf3D7_10_v3	225455.0	227897.0	-	PF3D7_1005000	-192.0	247.0	2441.0	191.0	227705	225456	228144.0	227706.0	227897	225455
Pf3D7_10_v3	228406.0	232194.0	+	PF3D7_1005100	392.0	3788.0	1.0	-359.0	228798	232193	232194.0	232553.0	228406	232194
Pf3D7_10_v3	232194.0	232984.0	-	PF3D7_1005200	-166.0	40.0	562.0	165.0	232818	232422	233024.0	232819.0	232984	232194
Pf3D7_10_v3	232984.0	234494.0	-	PF3D7_1005300	-21.0	-21.0	1209.0	211.0	234473	233285	234473.0	234283.0	234494	232984
Pf3D7_10_v3	234474.0	236205.0	-	PF3D7_1005400	-460.0	-460.0	1410.0	469.0	235745	234795	235745.0	235736.0	236205	234474
Pf3D7_10_v3	237105.0	242744.0	-	PF3D7_1005500	-499.0	144.0	5238.0	498.0	242245	237506	242888.0	242246.0	242744	237105
Pf3D7_10_v3	244144.0	246894.0	-	PF3D7_1005600	-359.0	170.0	2749.0	358.0	246535	244145	247064.0	246536.0	246894	244144
Pf3D7_10_v3	247194.0	250078.0	-	PF3D7_1005700	-138.0	414.0	2583.0	137.0	249940	247495	250492.0	249941.0	250078	247194
Pf3D7_10_v3	251341.0	252791.0	+	PF3D7_1005800	238.0	1150.0	301.0	176.0	251579	252490	252491.0	252615.0	251341	252791
Pf3D7_10_v3	253391.0	255912.0	+	PF3D7_1005900	313.0	2221.0	301.0	-19.0	253704	255611	255612.0	255931.0	253391	255912
Pf3D7_10_v3	256016.0	257859.0	-	PF3D7_1006000	-160.0	257.0	1742.0	159.0	257699	256117	258116.0	257700.0	257859	256016
Pf3D7_10_v3	258859.0	260349.0	-	PF3D7_1006100	-45.0	1112.0	1289.0	44.0	260304	259060	261461.0	260305.0	260349	258859
Pf3D7_10_v3	262049.0	263049.0	-	PF3D7_1006200	-52.0	925.0	899.0	51.0	262997	262150	263974.0	262998.0	263049	262049
Pf3D7_10_v3	265749.0	266837.0	-	PF3D7_1006300	-1.0	-1.0	1087.0	142.0	266836	265750	266836.0	266695.0	266837	265749
Pf3D7_10_v3	266837.0	269832.0	-	PF3D7_1006400	-1.0	62.0	2613.0	0	269831	267219	269894.0	269832.0	269832	266837
Pf3D7_10_v3	270332.0	271898.0	+	PF3D7_1006500	203.0	1166.0	401.0	-120.0	270535	271497	271498.0	272018.0	270332	271898
Pf3D7_10_v3	271842.0	272990.0	-	PF3D7_1006600	-166.0	507.0	747.0	-190.0	272824	272243	273497.0	273180.0	272990	271842
Pf3D7_10_v3	273825.0	275727.0	+	PF3D7_1006700	266.0	1602.0	301.0	170.0	274091	275426	275427.0	275557.0	273825	275727
Pf3D7_10_v3	277620.0	279569.0	+	PF3D7_1006800	1.0	1549.0	401.0	-629.0	277621	279168	279169.0	280198.0	277620	279569
Pf3D7_10_v3	281169.0	283405.0	+	PF3D7_1006900	290.0	1936.0	301.0	-110.0	281459	283104	283105.0	283515.0	281169	283405
Pf3D7_10_v3	284205.0	286521.0	+	PF3D7_1007000	372.0	2098.0	219.0	-436.0	284577	286302	286303.0	286957.0	284205	286521
Pf3D7_10_v3	286321.0	287782.0	-	PF3D7_1007100	-309.0	-309.0	1260.0	402.0	287473	286522	287473.0	287380.0	287782	286321
Pf3D7_10_v3	287982.0	291249.0	-	PF3D7_1007200	-423.0	359.0	2866.0	422.0	290826	288383	291608.0	290827.0	291249	287982
Pf3D7_10_v3	293727.0	296200.0	+	PF3D7_1007300	123.0	2273.0	201.0	-123.0	293850	295999	296000.0	296323.0	293727	296200
Pf3D7_10_v3	296600.0	297766.0	+	PF3D7_1007400	306.0	966.0	201.0	-235.0	296906	297565	297566.0	298001.0	296600	297766
Pf3D7_10_v3	298360.0	299088.0	+	PF3D7_1007500	1.0	328.0	401.0	199.0	298361	298687	298688.0	298889.0	298360	299088
Pf3D7_10_v3	299088.0	300010.0	+	PF3D7_1007600	192.0	522.0	401.0	-902.0	299280	299609	299610.0	300912.0	299088	300010
Pf3D7_10_v3	300925.0	306296.0	-	PF3D7_1007700	-377.0	147.0	5170.0	376.0	305919	301126	306443.0	305920.0	306296	300925
Pf3D7_10_v3	310996.0	314648.0	-	PF3D7_1007800	-132.0	51.0	3251.0	131.0	314516	311397	314699.0	314517.0	314648	310996
Pf3D7_10_v3	316217.0	318681.0	+	PF3D7_1007900	432.0	2064.0	401.0	-260.0	316649	318280	318281.0	318941.0	316217	318681
Pf3D7_10_v3	320581.0	328551.0	+	PF3D7_1008000	430.0	7570.0	401.0	-15.0	321011	328150	328151.0	328566.0	320581	328551
Pf3D7_10_v3	330851.0	343208.0	+	PF3D7_1008100	395.0	11957.0	401.0	-454.0	331246	342807	342808.0	343662.0	330851	343208
Pf3D7_10_v3	343332.0	345006.0	-	PF3D7_1008200	-107.0	-94.0	1273.0	106.0	344899	343733	344912.0	344900.0	345006	343332
Pf3D7_10_v3	346000.0	346915.0	+	PF3D7_1008300	407.0	407.0	401.0	401.0	346407	346514	346407.0	346514.0	346000	346915
Pf3D7_10_v3	346805.0	348668.0	-	PF3D7_1008400	-1.0	529.0	1462.0	0	348667	347206	349197.0	348668.0	348668	346805
Pf3D7_10_v3	351468.0	355994.0	+	PF3D7_1008500	235.0	4126.0	401.0	8.0	351703	355593	355594.0	355986.0	351468	355994
Pf3D7_10_v3	357194.0	358764.0	+	PF3D7_1008600	151.0	151.0	301.0	301.0	357345	358463	357345.0	358463.0	357194	358764
Pf3D7_10_v3	360224.0	362836.0	-	PF3D7_1008700	-356.0	1926.0	2211.0	355.0	362480	360625	364762.0	362481.0	362836	360224
Pf3D7_10_v3	365436.0	367298.0	-	PF3D7_1008800	-152.0	1089.0	1561.0	151.0	367146	365737	368387.0	367147.0	367298	365436
Pf3D7_10_v3	368798.0	370492.0	-	PF3D7_1008900	-267.0	144.0	1293.0	266.0	370225	369199	370636.0	370226.0	370492	368798
Pf3D7_10_v3	370826.0	372218.0	+	PF3D7_1009000	467.0	1292.0	101.0	-65.0	371293	372117	372118.0	372283.0	370826	372218
Pf3D7_10_v3	372418.0	374473.0	+	PF3D7_1009100	101.0	101.0	401.0	401.0	372519	374072	372519.0	374072.0	372418	374473
Pf3D7_10_v3	374473.0	377712.0	+	PF3D7_1009200	391.0	3139.0	101.0	-60.0	374864	377611	377612.0	377772.0	374473	377712
Pf3D7_10_v3	377805.0	380060.0	-	PF3D7_1009300	-352.0	-117.0	2154.0	351.0	379708	377906	379943.0	379709.0	380060	377805
Pf3D7_10_v3	381009.0	382650.0	+	PF3D7_1009400	352.0	1441.0	201.0	-166.0	381361	382449	382450.0	382816.0	381009	382650
Pf3D7_10_v3	382943.0	385175.0	-	PF3D7_1009500	-382.0	489.0	2131.0	381.0	384793	383044	385664.0	384794.0	385175	382943
Pf3D7_10_v3	386794.0	388743.0	+	PF3D7_1009600	182.0	1649.0	301.0	10.0	386976	388442	388443.0	388733.0	386794	388743
Pf3D7_10_v3	389103.0	391664.0	-	PF3D7_1009700	-499.0	1501.0	2160.0	498.0	391165	389504	393165.0	391166.0	391664	389103
Pf3D7_10_v3	393664.0	398106.0	-	PF3D7_1009800	-113.0	323.0	4341.0	112.0	397993	393765	398429.0	397994.0	398106	393664
Pf3D7_10_v3	399206.0	401779.0	+	PF3D7_1009900	1.0	2573.0	1.0	-233.0	399207	401778	401779.0	402012.0	399206	401779
Pf3D7_10_v3	401875.0	402878.0	-	PF3D7_1010000	-167.0	100.0	1002.0	166.0	402711	401876	402978.0	402712.0	402878	401875
Pf3D7_10_v3	403612.0	404876.0	+	PF3D7_1010100	67.0	964.0	301.0	153.0	403679	404575	404576.0	404723.0	403612	404876
Pf3D7_10_v3	404916.0	410831.0	-	PF3D7_1010200	-295.0	614.0	5814.0	294.0	410536	405017	411445.0	410537.0	410831	404916
Pf3D7_10_v3	414437.0	415403.0	+	PF3D7_1010300	295.0	892.0	75.0	-256.0	414732	415328	415329.0	415659.0	414437	415403
Pf3D7_10_v3	415329.0	417472.0	-	PF3D7_1010400	-1.0	-1.0	2068.0	190.0	417471	415404	417471.0	417282.0	417472	415329
Pf3D7_10_v3	417704.0	419719.0	+	PF3D7_1010500	1.0	1589.0	401.0	401.0	417705	419318	419293.0	419318.0	417704	419719
Pf3D7_10_v3	419884.0	421460.0	-	PF3D7_1010600	-404.0	911.0	1275.0	403.0	421056	420185	422371.0	421057.0	421460	419884
Pf3D7_10_v3	422657.0	424666.0	+	PF3D7_1010700	304.0	1709.0	301.0	93.0	422961	424365	424366.0	424573.0	422657	424666
Pf3D7_10_v3	424465.0	426000.0	-	PF3D7_1010800	-235.0	140.0	1134.0	234.0	425765	424866	426140.0	425766.0	426000	424465
Pf3D7_10_v3	426600.0	428347.0	+	PF3D7_1010900	1.0	1547.0	201.0	-184.0	426601	428146	428147.0	428531.0	426600	428347
Pf3D7_10_v3	428903.0	430604.0	-	PF3D7_1011000	-464.0	254.0	1400.0	463.0	430140	429204	430858.0	430141.0	430604	428903
Pf3D7_10_v3	432304.0	436057.0	-	PF3D7_1011100	-487.0	252.0	3552.0	486.0	435570	432505	436309.0	435571.0	436057	432304
Pf3D7_10_v3	436471.0	438009.0	+	PF3D7_1011200	487.0	1238.0	301.0	65.0	436958	437708	437709.0	437944.0	436471	438009
Pf3D7_10_v3	438309.0	440681.0	+	PF3D7_1011300	137.0	2072.0	301.0	-110.0	438446	440380	440381.0	440791.0	438309	440681
Pf3D7_10_v3	440739.0	442273.0	-	PF3D7_1011400	-318.0	-119.0	1133.0	317.0	441955	441140	442154.0	441956.0	442273	440739
Pf3D7_10_v3	443573.0	444763.0	-	PF3D7_1011500	-362.0	148.0	889.0	361.0	444401	443874	444911.0	444402.0	444763	443573
Pf3D7_10_v3	444763.0	447453.0	-	PF3D7_1011600	-328.0	99.0	2289.0	327.0	447125	445164	447552.0	447126.0	447453	444763
Pf3D7_10_v3	448726.0	450324.0	+	PF3D7_1011700	428.0	1598.0	1.0	-707.0	449154	450323	450324.0	451031.0	448726	450324
Pf3D7_10_v3	454924.0	459218.0	+	PF3D7_1011800	474.0	3894.0	401.0	-767.0	455398	458817	458818.0	459985.0	454924	459218
Pf3D7_10_v3	459934.0	462292.0	-	PF3D7_1011900	-299.0	43.0	1957.0	298.0	461993	460335	462335.0	461994.0	462292	459934
Pf3D7_10_v3	463492.0	467407.0	+	PF3D7_1012000	1.0	3515.0	401.0	-135.0	463493	467006	467007.0	467542.0	463492	467407
Pf3D7_10_v3	467670.0	469878.0	-	PF3D7_1012100	-342.0	178.0	1807.0	341.0	469536	468071	470056.0	469537.0	469878	467670
Pf3D7_10_v3	470737.0	472234.0	+	PF3D7_1012200	242.0	1197.0	301.0	-40.0	470979	471933	471934.0	472274.0	470737	472234
Pf3D7_10_v3	472145.0	473826.0	-	PF3D7_1012300	-440.0	283.0	1280.0	439.0	473386	472546	474109.0	473387.0	473826	472145
Pf3D7_10_v3	475026.0	476957.0	-	PF3D7_1012400	-394.0	72.0	1630.0	164.0	476563	475327	477029.0	476793.0	476957	475026
Pf3D7_10_v3	478357.0	480826.0	-	PF3D7_1012500	-287.0	344.0	2068.0	286.0	480539	478758	481170.0	480540.0	480826	478357
Pf3D7_10_v3	482126.0	484651.0	-	PF3D7_1012600	-457.0	255.0	2124.0	456.0	484194	482527	484906.0	484195.0	484651	482126
Pf3D7_10_v3	486895.0	492129.0	+	PF3D7_1012700	357.0	4934.0	301.0	241.0	487252	491828	491829.0	491888.0	486895	492129
Pf3D7_10_v3	492549.0	495345.0	+	PF3D7_1012800	1.0	2596.0	201.0	-964.0	492550	495144	495145.0	496309.0	492549	495345
Pf3D7_10_v3	496030.0	497909.0	-	PF3D7_1012900	-336.0	1263.0	1578.0	335.0	497573	496331	499172.0	497574.0	497909	496030
Pf3D7_10_v3	499874.0	502422.0	+	PF3D7_1013000	336.0	2348.0	201.0	-108.0	500210	502221	502222.0	502530.0	499874	502422
Pf3D7_10_v3	502333.0	506783.0	-	PF3D7_1013100	-391.0	1881.0	4149.0	390.0	506392	502634	508664.0	506393.0	506783	502333
Pf3D7_10_v3	511083.0	514679.0	+	PF3D7_1013200	1.0	3196.0	401.0	-919.0	511084	514278	514279.0	515598.0	511083	514679
Pf3D7_10_v3	515320.0	517741.0	-	PF3D7_1013300	-134.0	396.0	2020.0	133.0	517607	515721	518137.0	517608.0	517741	515320
Pf3D7_10_v3	518541.0	522539.0	-	PF3D7_1013400	-287.0	3.0	3997.0	286.0	522252	518542	522542.0	522253.0	522539	518541
Pf3D7_10_v3	526839.0	531749.0	+	PF3D7_1013500	1.0	4610.0	301.0	142.0	526840	531448	531449.0	531607.0	526839	531749
Pf3D7_10_v3	532849.0	540126.0	+	PF3D7_1013600	260.0	6977.0	301.0	-147.0	533109	539825	539826.0	540273.0	532849	540126
Pf3D7_10_v3	540621.0	542095.0	+	PF3D7_1013700	1.0	1074.0	401.0	102.0	540622	541694	541695.0	541993.0	540621	542095
Pf3D7_10_v3	542195.0	544780.0	+	PF3D7_1013800	164.0	2585.0	1.0	-369.0	542359	544779	544780.0	545149.0	542195	544780
Pf3D7_10_v3	545378.0	549238.0	-	PF3D7_1013900	-335.0	553.0	3559.0	334.0	548903	545679	549791.0	548904.0	549238	545378
Pf3D7_10_v3	550538.0	552959.0	-	PF3D7_1014000	-388.0	72.0	2120.0	387.0	552571	550839	553031.0	552572.0	552959	550538
Pf3D7_10_v3	555159.0	559928.0	+	PF3D7_1014100	1.0	4369.0	401.0	-299.0	555160	559527	559528.0	560227.0	555159	559928
Pf3D7_10_v3	560328.0	563754.0	+	PF3D7_1014200	210.0	596.0	401.0	401.0	560538	563353	560924.0	563353.0	560328	563754
Pf3D7_10_v3	565804.0	573361.0	+	PF3D7_1014300	1.0	7257.0	301.0	-103.0	565805	573060	573061.0	573464.0	565804	573361
Pf3D7_10_v3	573661.0	575504.0	+	PF3D7_1014400	468.0	1443.0	401.0	-687.0	574129	575103	575104.0	576191.0	573661	575504
Pf3D7_10_v3	576304.0	580779.0	+	PF3D7_1014500	275.0	4175.0	301.0	-66.0	576579	580478	580479.0	580845.0	576304	580779
Pf3D7_10_v3	581053.0	589091.0	-	PF3D7_1014600	-1.0	1983.0	7737.0	0	589090	581354	591074.0	589091.0	589091	581053
Pf3D7_10_v3	594991.0	596496.0	+	PF3D7_1014700	317.0	1232.0	274.0	56.0	595308	596222	596223.0	596440.0	594991	596496
Pf3D7_10_v3	596396.0	600669.0	-	PF3D7_1014800	-256.0	-256.0	4172.0	308.0	600413	596497	600413.0	600361.0	600669	596396
Pf3D7_10_v3	600569.0	608112.0	-	PF3D7_1014900	-303.0	697.0	7142.0	302.0	607809	600970	608809.0	607810.0	608112	600569
Pf3D7_10_v3	610810.0	612500.0	+	PF3D7_1015000	403.0	1390.0	301.0	-131.0	611213	612199	612200.0	612631.0	610810	612500
Pf3D7_10_v3	612684.0	614271.0	-	PF3D7_1015100	-396.0	46.0	1586.0	395.0	613875	612685	614317.0	613876.0	614271	612684
Pf3D7_10_v3	614571.0	618039.0	-	PF3D7_1015200	-303.0	-7.0	3167.0	302.0	617736	614872	618032.0	617737.0	618039	614571
Pf3D7_10_v3	618337.0	620294.0	+	PF3D7_1015300	103.0	1657.0	301.0	-365.0	618440	619993	619994.0	620659.0	618337	620294
Pf3D7_10_v3	621194.0	623927.0	+	PF3D7_1015400	111.0	2433.0	301.0	-47.0	621305	623626	623627.0	623974.0	621194	623927
Pf3D7_10_v3	623747.0	626343.0	-	PF3D7_1015500	-448.0	-153.0	2295.0	447.0	625895	624048	626190.0	625896.0	626343	623747
Pf3D7_10_v3	626643.0	629408.0	-	PF3D7_1015600	-368.0	-2365.0	2364.0	3197.0	629040	627044	627043.0	626211.0	629408	626643
Pf3D7_10_v3	629908.0	632081.0	-	PF3D7_1015700	-20.0	54.0	2172.0	19.0	632061	629909	632135.0	632062.0	632081	629908
Pf3D7_10_v3	633662.0	635287.0	+	PF3D7_1015800	20.0	1625.0	1.0	-213.0	633682	635286	635287.0	635500.0	633662	635287
Pf3D7_10_v3	636687.0	639312.0	+	PF3D7_1015900	451.0	2325.0	301.0	-186.0	637138	639011	639012.0	639498.0	636687	639312
Pf3D7_10_v3	641389.0	643152.0	+	PF3D7_1016000	1.0	1363.0	401.0	-547.0	641390	642751	642752.0	643699.0	641389	643152
Pf3D7_10_v3	643257.0	644353.0	-	PF3D7_1016100	-22.0	-22.0	795.0	795.0	644331	643558	644331.0	643558.0	644353	643257
Pf3D7_10_v3	645632.0	647837.0	+	PF3D7_1016200	422.0	2105.0	101.0	-122.0	646054	647736	647737.0	647959.0	645632	647837
Pf3D7_10_v3	650497.0	653568.0	-	PF3D7_1016300	-1.0	997.0	2670.0	0	653567	650898	654565.0	653568.0	653568	650497
Pf3D7_10_v3	656408.0	659441.0	-	PF3D7_1016400	-414.0	542.0	2732.0	413.0	659027	656709	659983.0	659028.0	659441	656408
Pf3D7_10_v3	661541.0	664202.0	-	PF3D7_1016500	-1.0	205.0	2460.0	0	664201	661742	664407.0	664202.0	664202	661541
Pf3D7_10_v3	665657.0	666701.0	-	PF3D7_1016600	-47.0	353.0	1043.0	46.0	666654	665658	667054.0	666655.0	666701	665657
Pf3D7_10_v3	668801.0	672192.0	-	PF3D7_1016700	-339.0	1469.0	2990.0	338.0	671853	669202	673661.0	671854.0	672192	668801
Pf3D7_10_v3	674992.0	676418.0	-	PF3D7_1016800	-1.0	2077.0	1125.0	0	676417	675293	678495.0	676418.0	676418	674992
Pf3D7_10_v3	681881.0	682877.0	-	PF3D7_1016900	-369.0	378.0	695.0	368.0	682508	682182	683255.0	682509.0	682877	681881
Pf3D7_10_v3	685209.0	689263.0	+	PF3D7_1017000	369.0	3654.0	401.0	-103.0	685578	688862	688863.0	689366.0	685209	689263
Pf3D7_10_v3	689587.0	691125.0	-	PF3D7_1017100	-305.0	899.0	1237.0	304.0	690820	689888	692024.0	690821.0	691125	689587
Pf3D7_10_v3	692221.0	694519.0	+	PF3D7_1017200	205.0	1932.0	301.0	301.0	692426	694218	694153.0	694218.0	692221	694519
Pf3D7_10_v3	694439.0	696769.0	-	PF3D7_1017300	-60.0	18.0	1929.0	59.0	696709	694840	696787.0	696710.0	696769	694439
Pf3D7_10_v3	697569.0	699845.0	-	PF3D7_1017400	-22.0	429.0	1875.0	21.0	699823	697970	700274.0	699824.0	699845	697569
Pf3D7_10_v3	701424.0	702823.0	+	PF3D7_1017500	322.0	999.0	401.0	-884.0	701746	702422	702423.0	703707.0	701424	702823
Pf3D7_10_v3	705223.0	708853.0	+	PF3D7_1017600	314.0	3230.0	401.0	80.0	705537	708452	708453.0	708773.0	705223	708853
Pf3D7_10_v3	709253.0	710827.0	+	PF3D7_1017700	254.0	1574.0	1.0	-210.0	709507	710826	710827.0	711037.0	709253	710827
Pf3D7_10_v3	711015.0	714977.0	-	PF3D7_1017800	-319.0	20.0	3961.0	318.0	714658	711016	714997.0	714659.0	714977	711015
Pf3D7_10_v3	715459.0	717838.0	+	PF3D7_1017900	419.0	1979.0	401.0	-193.0	715878	717437	717438.0	718031.0	715459	717838
Pf3D7_10_v3	718453.0	720237.0	+	PF3D7_1018000	1.0	1684.0	101.0	59.0	718454	720136	720137.0	720178.0	718453	720237
Pf3D7_10_v3	720550.0	721700.0	+	PF3D7_1018100	1.0	1.0	301.0	301.0	720551	721399	720551.0	721399.0	720550	721700
Pf3D7_10_v3	721533.0	728408.0	-	PF3D7_1018200	-77.0	23.0	6674.0	76.0	728331	721734	728431.0	728332.0	728408	721533
Pf3D7_10_v3	729408.0	733121.0	-	PF3D7_1018300	-265.0	102.0	3312.0	264.0	732856	729809	733223.0	732857.0	733121	729408
Pf3D7_10_v3	734257.0	735739.0	+	PF3D7_1018400	465.0	1482.0	1.0	-47.0	734722	735738	735739.0	735786.0	734257	735739
Pf3D7_10_v3	735739.0	736891.0	-	PF3D7_1018500	-78.0	422.0	970.0	77.0	736813	735921	737313.0	736814.0	736891	735739
Pf3D7_10_v3	737391.0	743407.0	-	PF3D7_1018600	-1.0	2433.0	5715.0	0	743406	737692	745840.0	743407.0	743407	737391
Pf3D7_10_v3	746707.0	749288.0	+	PF3D7_1018700	321.0	2181.0	401.0	-268.0	747028	748887	748888.0	749556.0	746707	749288
Pf3D7_10_v3	750214.0	752666.0	+	PF3D7_1018800	1.0	2452.0	1.0	-479.0	750215	752665	752666.0	753145.0	750214	752666
Pf3D7_10_v3	752759.0	755194.0	-	PF3D7_1018900	-284.0	-9.0	2434.0	283.0	754910	752760	755185.0	754911.0	755194	752759
Pf3D7_10_v3	757411.0	765559.0	+	PF3D7_1019000	384.0	7748.0	401.0	279.0	757795	765158	765159.0	765280.0	757411	765559
Pf3D7_10_v3	765767.0	772030.0	-	PF3D7_1019100	-76.0	280.0	5862.0	75.0	771954	766168	772310.0	771955.0	772030	765767
Pf3D7_10_v3	773455.0	774891.0	+	PF3D7_1019200	76.0	76.0	401.0	401.0	773531	774490	773531.0	774490.0	773455	774891
Pf3D7_10_v3	774528.0	780902.0	-	PF3D7_1019300	-415.0	2564.0	5973.0	169.0	780487	774929	783466.0	780733.0	780902	774528
Pf3D7_10_v3	786188.0	787409.0	+	PF3D7_1019400	315.0	821.0	401.0	-5.0	786503	787008	787009.0	787414.0	786188	787409
Pf3D7_10_v3	787344.0	795390.0	-	PF3D7_1019500	-170.0	45.0	7645.0	169.0	795220	787745	795435.0	795221.0	795390	787344
Pf3D7_10_v3	795821.0	800277.0	+	PF3D7_1019600	470.0	4103.0	354.0	155.0	796291	799923	799924.0	800122.0	795821	800277
Pf3D7_10_v3	800277.0	803527.0	-	PF3D7_1019700	-25.0	169.0	3249.0	24.0	803502	800278	803696.0	803503.0	803527	800277
Pf3D7_10_v3	804027.0	807583.0	-	PF3D7_1019800	-1.0	-1.0	3255.0	3255.0	807582	804328	807582.0	804328.0	807583	804027
Pf3D7_10_v3	808217.0	809205.0	-	PF3D7_1019900	-213.0	1260.0	587.0	212.0	808992	808618	810465.0	808993.0	809205	808217
Pf3D7_10_v3	811105.0	813751.0	-	PF3D7_1020000	-267.0	245.0	2645.0	266.0	813484	811106	813996.0	813485.0	813751	811105
Pf3D7_10_v3	814051.0	815065.0	-	PF3D7_1020100	-108.0	218.0	713.0	107.0	814957	814352	815283.0	814958.0	815065	814051
Pf3D7_10_v3	815665.0	818973.0	-	PF3D7_1020200	-1.0	18.0	2907.0	0	818972	816066	818991.0	818973.0	818973	815665
Pf3D7_10_v3	819473.0	822440.0	+	PF3D7_1020300	357.0	2667.0	301.0	-7.0	819830	822139	822140.0	822447.0	819473	822440
Pf3D7_10_v3	822301.0	824650.0	-	PF3D7_1020400	-57.0	251.0	2048.0	56.0	824593	822602	824901.0	824594.0	824650	822301
Pf3D7_10_v3	825450.0	827072.0	+	PF3D7_1020500	1.0	-120.0	101.0	1622.0	825451	826971	825330.0	825450.0	825450	827072
Pf3D7_10_v3	827487.0	834432.0	+	PF3D7_1020600	1.0	6745.0	201.0	-366.0	827488	834231	834232.0	834798.0	827487	834432
Pf3D7_10_v3	834932.0	840101.0	+	PF3D7_1020700	360.0	4769.0	401.0	100.0	835292	839700	839701.0	840001.0	834932	840101
Pf3D7_10_v3	839901.0	843804.0	+	PF3D7_1020800	311.0	3503.0	401.0	332.0	840212	843403	843404.0	843472.0	839901	843804
Pf3D7_10_v3	844785.0	846658.0	-	PF3D7_1020900	-466.0	892.0	1572.0	465.0	846192	845086	847550.0	846193.0	846658	844785
Pf3D7_10_v3	848458.0	850405.0	-	PF3D7_1021000	-1.0	80.0	1546.0	0	850404	848859	850485.0	850405.0	850405	848458
Pf3D7_10_v3	850699.0	856772.0	-	PF3D7_1021100	-487.0	52.0	5772.0	486.0	856285	851000	856824.0	856286.0	856772	850699
Pf3D7_10_v3	857272.0	859959.0	-	PF3D7_1021200	-217.0	30.0	2286.0	216.0	859742	857673	859989.0	859743.0	859959	857272
Pf3D7_10_v3	860559.0	862706.0	-	PF3D7_1021300	-257.0	440.0	1746.0	82.0	862449	860960	863146.0	862624.0	862706	860559
Pf3D7_10_v3	863450.0	866843.0	+	PF3D7_1021400	457.0	3293.0	101.0	-468.0	863907	866742	866743.0	867311.0	863450	866843
Pf3D7_10_v3	867234.0	869994.0	-	PF3D7_1021500	-317.0	154.0	2359.0	316.0	869677	867635	870148.0	869678.0	869994	867234
Pf3D7_10_v3	870978.0	872187.0	+	PF3D7_1021600	117.0	909.0	301.0	-828.0	871095	871886	871887.0	873015.0	870978	872187
Pf3D7_10_v3	872807.0	895164.0	-	PF3D7_1021700	-295.0	140.0	21956.0	294.0	894869	873208	895304.0	894870.0	895164	872807
