chr	tss_pos	tts_pos	strand	gene_id	dist_to_v48_tss	dist_to_v68_tss	dist_to_v48_tts	dist_to_v68_tts
Pf3D7_09_v3	655217	650284	-	PF3D7_0915400	376		301	
Pf3D7_09_v3	655217	650284	-	PF3D7_0915400	376		301	
Pf3D7_09_v3	657142	659713	+	PF3D7_0915500	276		301	
Pf3D7_09_v3	657142	659713	+	PF3D7_0915500	276		301	
Pf3D7_09_v3	657142	659713	+	PF3D7_0915500	276		301	
Pf3D7_09_v3	657142	659713	+	PF3D7_0915500	276		301	
Pf3D7_09_v3	660175	661193	+	PF3D7_0915600	1		301	
Pf3D7_09_v3	660175	661193	+	PF3D7_0915600	1		301	
Pf3D7_09_v3	660175	661193	+	PF3D7_0915600	1		301	
Pf3D7_09_v3	660175	661193	+	PF3D7_0915600	1		301	
Pf3D7_09_v3	662717	661280	-	PF3D7_0915700	391		201	
Pf3D7_09_v3	662717	661280	-	PF3D7_0915700	391		201	
Pf3D7_09_v3	662717	661280	-	PF3D7_0915700	391		201	
Pf3D7_09_v3	662717	661280	-	PF3D7_0915700	391		201	
Pf3D7_09_v3	663627	664972	+	PF3D7_0915800	291		401	
Pf3D7_09_v3	663627	664972	+	PF3D7_0915800	291		401	
Pf3D7_09_v3	663627	664972	+	PF3D7_0915800	291		401	
Pf3D7_09_v3	663627	664972	+	PF3D7_0915800	291		401	
Pf3D7_09_v3	665772	666579	+	PF3D7_0915900	206		101	
Pf3D7_09_v3	665772	666579	+	PF3D7_0915900	206		101	
Pf3D7_09_v3	665772	666579	+	PF3D7_0915900	206		101	
Pf3D7_09_v3	665772	666579	+	PF3D7_0915900	206		101	
Pf3D7_09_v3	671867	667154	-	PF3D7_0916000	142		101	
Pf3D7_09_v3	671867	667154	-	PF3D7_0916000	142		101	
Pf3D7_09_v3	671867	667154	-	PF3D7_0916000	142		101	
Pf3D7_09_v3	671867	667154	-	PF3D7_0916000	142		101	
Pf3D7_09_v3	674026	675458	+	PF3D7_0916100	42		301	
Pf3D7_09_v3	674026	675458	+	PF3D7_0916100	42		301	
Pf3D7_09_v3	674026	675458	+	PF3D7_0916100	42		301	
Pf3D7_09_v3	674026	675458	+	PF3D7_0916100	42		301	
Pf3D7_09_v3	675658	680033	+	PF3D7_0916200	264		401	
Pf3D7_09_v3	675658	680033	+	PF3D7_0916200	264		401	
Pf3D7_09_v3	675658	680033	+	PF3D7_0916200	264		401	
Pf3D7_09_v3	675658	680033	+	PF3D7_0916200	264		401	
Pf3D7_09_v3	682161	679930	-	PF3D7_0916300	177		301	
Pf3D7_09_v3	682161	679930	-	PF3D7_0916300	177		301	
Pf3D7_09_v3	682161	679930	-	PF3D7_0916300	177		301	
Pf3D7_09_v3	682161	679930	-	PF3D7_0916300	177		301	
Pf3D7_09_v3	683285	691522	+	PF3D7_0916400	277		401	
Pf3D7_09_v3	683285	691522	+	PF3D7_0916400	277		401	
Pf3D7_09_v3	683285	691522	+	PF3D7_0916400	277		401	
Pf3D7_09_v3	683285	691522	+	PF3D7_0916400	277		401	
Pf3D7_09_v3	693704	691267	-	PF3D7_0916500	134		301	
Pf3D7_09_v3	693704	691267	-	PF3D7_0916500	134		301	
Pf3D7_09_v3	693704	691267	-	PF3D7_0916500	134		301	
Pf3D7_09_v3	693704	691267	-	PF3D7_0916500	134		301	
Pf3D7_09_v3	695462	694404	-	PF3D7_0916600	198		201	
Pf3D7_09_v3	695462	694404	-	PF3D7_0916600	198		201	
Pf3D7_09_v3	695462	694404	-	PF3D7_0916600	198		201	
Pf3D7_09_v3	695462	694404	-	PF3D7_0916600	198		201	
Pf3D7_09_v3	698067	696462	-	PF3D7_0916700	38		401	
Pf3D7_09_v3	698067	696462	-	PF3D7_0916700	38		401	
Pf3D7_09_v3	698067	696462	-	PF3D7_0916700	38		401	
Pf3D7_09_v3	698067	696462	-	PF3D7_0916700	38		401	
Pf3D7_09_v3	703130	703918	+	PF3D7_0916800	238		401	
Pf3D7_09_v3	703130	703918	+	PF3D7_0916800	238		401	
Pf3D7_09_v3	703130	703918	+	PF3D7_0916800	238		401	
Pf3D7_09_v3	703130	703918	+	PF3D7_0916800	238		401	
Pf3D7_09_v3	704918	706356	+	PF3D7_0916900	439		1	
Pf3D7_09_v3	704918	706356	+	PF3D7_0916900	439		1	
Pf3D7_09_v3	704918	706356	+	PF3D7_0916900	439		1	
Pf3D7_09_v3	704918	706356	+	PF3D7_0916900	439		1	
Pf3D7_09_v3	712415	706491	-	PF3D7_0917000	343		101	
Pf3D7_09_v3	712415	706491	-	PF3D7_0917000	343		101	
Pf3D7_09_v3	712415	706491	-	PF3D7_0917000	343		101	
Pf3D7_09_v3	712415	706491	-	PF3D7_0917000	343		101	
Pf3D7_09_v3	715524	713115	-	PF3D7_0917100	35		101	
Pf3D7_09_v3	715524	713115	-	PF3D7_0917100	35		101	
Pf3D7_09_v3	715524	713115	-	PF3D7_0917100	35		101	
Pf3D7_09_v3	715524	713115	-	PF3D7_0917100	35		101	
Pf3D7_09_v3	716324	717707	+	PF3D7_0917200	1		201	
Pf3D7_09_v3	716324	717707	+	PF3D7_0917200	1		201	
Pf3D7_09_v3	716324	717707	+	PF3D7_0917200	1		201	
Pf3D7_09_v3	716324	717707	+	PF3D7_0917200	1		201	
Pf3D7_09_v3	718107	719941	+	PF3D7_0917300	414		401	
Pf3D7_09_v3	718107	719941	+	PF3D7_0917300	414		401	
Pf3D7_09_v3	718107	719941	+	PF3D7_0917300	414		401	
Pf3D7_09_v3	718107	719941	+	PF3D7_0917300	414		401	
Pf3D7_09_v3	720941	724866	+	PF3D7_0917400	49		1	
Pf3D7_09_v3	720941	724866	+	PF3D7_0917400	49		1	
Pf3D7_09_v3	720941	724866	+	PF3D7_0917400	49		1	
Pf3D7_09_v3	720941	724866	+	PF3D7_0917400	49		1	
Pf3D7_09_v3	726366	729149	+	PF3D7_0917500	337		401	
Pf3D7_09_v3	726366	729149	+	PF3D7_0917500	337		401	
Pf3D7_09_v3	726366	729149	+	PF3D7_0917500	337		401	
Pf3D7_09_v3	726366	729149	+	PF3D7_0917500	337		401	
Pf3D7_09_v3	732350	729373	-	PF3D7_0917600	214		301	
Pf3D7_09_v3	732350	729373	-	PF3D7_0917600	214		301	
Pf3D7_09_v3	732350	729373	-	PF3D7_0917600	214		301	
Pf3D7_09_v3	732350	729373	-	PF3D7_0917600	214		301	
Pf3D7_09_v3	732737	734428	+	PF3D7_0917700	214		401	
Pf3D7_09_v3	732737	734428	+	PF3D7_0917700	214		401	
Pf3D7_09_v3	732737	734428	+	PF3D7_0917700	214		401	
Pf3D7_09_v3	732737	734428	+	PF3D7_0917700	214		401	
Pf3D7_09_v3	734628	736343	+	PF3D7_0917800	1		401	
Pf3D7_09_v3	734628	736343	+	PF3D7_0917800	1		401	
Pf3D7_09_v3	734628	736343	+	PF3D7_0917800	1		401	
Pf3D7_09_v3	734628	736343	+	PF3D7_0917800	1		401	
Pf3D7_09_v3	737984	740677	+	PF3D7_0917900	1		401	
Pf3D7_09_v3	737984	740677	+	PF3D7_0917900	1		401	
Pf3D7_09_v3	737984	740677	+	PF3D7_0917900	1		401	
Pf3D7_09_v3	737984	740677	+	PF3D7_0917900	1		401	
Pf3D7_09_v3	743685	742093	-	PF3D7_0918000	1		401	
Pf3D7_09_v3	743685	742093	-	PF3D7_0918000	1		401	
Pf3D7_09_v3	743685	742093	-	PF3D7_0918000	1		401	
Pf3D7_09_v3	743685	742093	-	PF3D7_0918000	1		401	
Pf3D7_09_v3	746985	748491	+	PF3D7_0918100	188		1	
Pf3D7_09_v3	746985	748491	+	PF3D7_0918100	188		1	
Pf3D7_09_v3	746985	748491	+	PF3D7_0918100	188		1	
Pf3D7_09_v3	746985	748491	+	PF3D7_0918100	188		1	
Pf3D7_09_v3	750657	748677	-	PF3D7_0918200	395		1	
Pf3D7_09_v3	750657	748677	-	PF3D7_0918200	395		1	
Pf3D7_09_v3	750657	748677	-	PF3D7_0918200	395		1	
Pf3D7_09_v3	750657	748677	-	PF3D7_0918200	395		1	
Pf3D7_09_v3	752596	751057	-	PF3D7_0918300	174		301	
Pf3D7_09_v3	752596	751057	-	PF3D7_0918300	174		301	
Pf3D7_09_v3	752596	751057	-	PF3D7_0918300	174		301	
Pf3D7_09_v3	752596	751057	-	PF3D7_0918300	174		301	
Pf3D7_09_v3	754123	760670	+	PF3D7_0918400	174		401	
Pf3D7_09_v3	754123	760670	+	PF3D7_0918400	174		401	
Pf3D7_09_v3	754123	760670	+	PF3D7_0918400	174		401	
Pf3D7_09_v3	754123	760670	+	PF3D7_0918400	174		401	
Pf3D7_09_v3	761210	763359	+	PF3D7_0918500	1		1	
Pf3D7_09_v3	764559	767035	+	PF3D7_0918600	289		1	
Pf3D7_09_v3	764559	767035	+	PF3D7_0918600	289		1	
Pf3D7_09_v3	764559	767035	+	PF3D7_0918600	289		1	
Pf3D7_09_v3	764559	767035	+	PF3D7_0918600	289		1	
Pf3D7_09_v3	769451	772306	+	PF3D7_0918700	1		201	
Pf3D7_09_v3	769451	772306	+	PF3D7_0918700	1		201	
Pf3D7_09_v3	769451	772306	+	PF3D7_0918700	1		201	
Pf3D7_09_v3	769451	772306	+	PF3D7_0918700	1		201	
Pf3D7_09_v3	774857	772245	-	PF3D7_0918800	478		401	
Pf3D7_09_v3	774857	772245	-	PF3D7_0918800	478		401	
Pf3D7_09_v3	774857	772245	-	PF3D7_0918800	478		401	
Pf3D7_09_v3	774857	772245	-	PF3D7_0918800	478		401	
Pf3D7_09_v3	777557	781150	+	PF3D7_0918900	1		401	
Pf3D7_09_v3	777557	781150	+	PF3D7_0918900	1		401	
Pf3D7_09_v3	777557	781150	+	PF3D7_0918900	1		401	
Pf3D7_09_v3	777557	781150	+	PF3D7_0918900	1		401	
Pf3D7_09_v3	783155	781067	-	PF3D7_0919000	480		301	
Pf3D7_09_v3	783155	781067	-	PF3D7_0919000	480		301	
Pf3D7_09_v3	783155	781067	-	PF3D7_0919000	480		301	
Pf3D7_09_v3	783155	781067	-	PF3D7_0919000	480		301	
Pf3D7_09_v3	785776	788613	+	PF3D7_0919100	380		401	
Pf3D7_09_v3	785776	788613	+	PF3D7_0919100	380		401	
Pf3D7_09_v3	785776	788613	+	PF3D7_0919100	380		401	
Pf3D7_09_v3	785776	788613	+	PF3D7_0919100	380		401	
Pf3D7_09_v3	790916	789513	-	PF3D7_0919200	438		1	
Pf3D7_09_v3	790916	789513	-	PF3D7_0919200	438		1	
Pf3D7_09_v3	790916	789513	-	PF3D7_0919200	438		1	
Pf3D7_09_v3	790916	789513	-	PF3D7_0919200	438		1	
Pf3D7_09_v3	793179	794568	+	PF3D7_0919300	38		401	
Pf3D7_09_v3	793179	794568	+	PF3D7_0919300	38		401	
Pf3D7_09_v3	793179	794568	+	PF3D7_0919300	38		401	
Pf3D7_09_v3	793179	794568	+	PF3D7_0919300	38		401	
Pf3D7_09_v3	795368	797571	+	PF3D7_0919400	171		101	
Pf3D7_09_v3	795368	797571	+	PF3D7_0919400	171		101	
Pf3D7_09_v3	795368	797571	+	PF3D7_0919400	171		101	
Pf3D7_09_v3	795368	797571	+	PF3D7_0919400	171		101	
Pf3D7_09_v3	798171	800329	+	PF3D7_0919500	327		401	
Pf3D7_09_v3	798171	800329	+	PF3D7_0919500	327		401	
Pf3D7_09_v3	798171	800329	+	PF3D7_0919500	327		401	
Pf3D7_09_v3	798171	800329	+	PF3D7_0919500	327		401	
Pf3D7_09_v3	800702	802537	+	PF3D7_0919600	1		401	
Pf3D7_09_v3	800702	802537	+	PF3D7_0919600	1		401	
Pf3D7_09_v3	800702	802537	+	PF3D7_0919600	1		401	
Pf3D7_09_v3	800702	802537	+	PF3D7_0919600	1		401	
Pf3D7_09_v3	802937	804058	+	PF3D7_0919700	92		301	
Pf3D7_09_v3	802937	804058	+	PF3D7_0919700	92		301	
Pf3D7_09_v3	802937	804058	+	PF3D7_0919700	92		301	
Pf3D7_09_v3	802937	804058	+	PF3D7_0919700	92		301	
Pf3D7_09_v3	807921	804116	-	PF3D7_0919800	1		301	
Pf3D7_09_v3	807921	804116	-	PF3D7_0919800	1		301	
Pf3D7_09_v3	807921	804116	-	PF3D7_0919800	1		301	
Pf3D7_09_v3	807921	804116	-	PF3D7_0919800	1		301	
Pf3D7_09_v3	820164	809358	-	PF3D7_0919900	360		301	
Pf3D7_09_v3	820164	809358	-	PF3D7_0919900	360		301	
Pf3D7_09_v3	820164	809358	-	PF3D7_0919900	360		301	
Pf3D7_09_v3	820164	809358	-	PF3D7_0919900	360		301	
Pf3D7_09_v3	822405	824994	+	PF3D7_0920000	260		401	
Pf3D7_09_v3	822405	824994	+	PF3D7_0920000	260		401	
Pf3D7_09_v3	822405	824994	+	PF3D7_0920000	260		401	
Pf3D7_09_v3	822405	824994	+	PF3D7_0920000	260		401	
Pf3D7_09_v3	827141	825335	-	PF3D7_0920100	1		1	
Pf3D7_09_v3	827141	825335	-	PF3D7_0920100	1		1	
Pf3D7_09_v3	827141	825335	-	PF3D7_0920100	1		1	
Pf3D7_09_v3	827141	825335	-	PF3D7_0920100	1		1	
Pf3D7_09_v3	830868	827329	-	PF3D7_0920200	187		401	
Pf3D7_09_v3	830868	827329	-	PF3D7_0920200	187		401	
Pf3D7_09_v3	830868	827329	-	PF3D7_0920200	187		401	
Pf3D7_09_v3	830868	827329	-	PF3D7_0920200	187		401	
Pf3D7_09_v3	831182	832849	+	PF3D7_0920300	487		201	
Pf3D7_09_v3	831182	832849	+	PF3D7_0920300	487		201	
Pf3D7_09_v3	831182	832849	+	PF3D7_0920300	487		201	
Pf3D7_09_v3	831182	832849	+	PF3D7_0920300	487		201	
Pf3D7_09_v3	833753	839313	+	PF3D7_0920400	1		1	
Pf3D7_09_v3	833753	839313	+	PF3D7_0920400	1		1	
Pf3D7_09_v3	833753	839313	+	PF3D7_0920400	1		1	
Pf3D7_09_v3	833753	839313	+	PF3D7_0920400	1		1	
Pf3D7_09_v3	841113	842856	+	PF3D7_0920500	423		201	
Pf3D7_09_v3	841113	842856	+	PF3D7_0920500	423		201	
Pf3D7_09_v3	841113	842856	+	PF3D7_0920500	423		201	
Pf3D7_09_v3	841113	842856	+	PF3D7_0920500	423		201	
Pf3D7_09_v3	843256	847606	+	PF3D7_0920600	285		1	
Pf3D7_09_v3	843256	847606	+	PF3D7_0920600	285		1	
Pf3D7_09_v3	843256	847606	+	PF3D7_0920600	285		1	
Pf3D7_09_v3	843256	847606	+	PF3D7_0920600	285		1	
Pf3D7_09_v3	849506	851697	+	PF3D7_0920700	9		401	
Pf3D7_09_v3	849506	851697	+	PF3D7_0920700	9		401	
Pf3D7_09_v3	849506	851697	+	PF3D7_0920700	9		401	
Pf3D7_09_v3	849506	851697	+	PF3D7_0920700	9		401	
Pf3D7_09_v3	854515	852124	-	PF3D7_0920800	458		401	
Pf3D7_09_v3	854515	852124	-	PF3D7_0920800	458		401	
Pf3D7_09_v3	854515	852124	-	PF3D7_0920800	458		401	
Pf3D7_09_v3	854515	852124	-	PF3D7_0920800	458		401	
Pf3D7_09_v3	855158	857487	+	PF3D7_0920900	358		201	
Pf3D7_09_v3	855158	857487	+	PF3D7_0920900	358		201	
Pf3D7_09_v3	855158	857487	+	PF3D7_0920900	358		201	
Pf3D7_09_v3	855158	857487	+	PF3D7_0920900	358		201	
Pf3D7_09_v3	859291	857386	-	PF3D7_0921000	462		201	
Pf3D7_09_v3	859291	857386	-	PF3D7_0921000	462		201	
Pf3D7_09_v3	859291	857386	-	PF3D7_0921000	462		201	
Pf3D7_09_v3	859291	857386	-	PF3D7_0921000	462		201	
Pf3D7_09_v3	859291	857386	-	PF3D7_0921000	462		201	
Pf3D7_09_v3	859291	857386	-	PF3D7_0921000	462		201	
Pf3D7_09_v3	859291	857386	-	PF3D7_0921000	462		201	
Pf3D7_09_v3	859291	857386	-	PF3D7_0921000	462		201	
Pf3D7_09_v3	859291	857386	-	PF3D7_0921000	462		201	
Pf3D7_09_v3	871392	873651	+	PF3D7_0921300	434		201	
Pf3D7_09_v3	871392	873651	+	PF3D7_0921300	434		201	
Pf3D7_09_v3	871392	873651	+	PF3D7_0921300	434		201	
Pf3D7_09_v3	871392	873651	+	PF3D7_0921300	434		201	
Pf3D7_09_v3	875101	873970	-	PF3D7_0921400	144		1	
Pf3D7_09_v3	875101	873970	-	PF3D7_0921400	144		1	
Pf3D7_09_v3	875101	873970	-	PF3D7_0921400	144		1	
Pf3D7_09_v3	875101	873970	-	PF3D7_0921400	144		1	
Pf3D7_09_v3	875458	876868	+	PF3D7_0921500	144		1	
Pf3D7_09_v3	875458	876868	+	PF3D7_0921500	144		1	
Pf3D7_09_v3	875458	876868	+	PF3D7_0921500	144		1	
Pf3D7_09_v3	875458	876868	+	PF3D7_0921500	144		1	
Pf3D7_09_v3	877568	883318	+	PF3D7_0921600	436		201	
Pf3D7_09_v3	877568	883318	+	PF3D7_0921600	436		201	
Pf3D7_09_v3	877568	883318	+	PF3D7_0921600	436		201	
Pf3D7_09_v3	877568	883318	+	PF3D7_0921600	436		201	
Pf3D7_09_v3	885764	883314	-	PF3D7_0921700	172		201	
Pf3D7_09_v3	885764	883314	-	PF3D7_0921700	172		201	
Pf3D7_09_v3	885764	883314	-	PF3D7_0921700	172		201	
Pf3D7_09_v3	885764	883314	-	PF3D7_0921700	172		201	
Pf3D7_09_v3	887858	886064	-	PF3D7_0921800	469		1	
Pf3D7_09_v3	887858	886064	-	PF3D7_0921800	469		1	
Pf3D7_09_v3	887858	886064	-	PF3D7_0921800	469		1	
Pf3D7_09_v3	887858	886064	-	PF3D7_0921800	469		1	
Pf3D7_09_v3	888190	889706	+	PF3D7_0921900	369		401	
Pf3D7_09_v3	888190	889706	+	PF3D7_0921900	369		401	
Pf3D7_09_v3	888190	889706	+	PF3D7_0921900	369		401	
Pf3D7_09_v3	888190	889706	+	PF3D7_0921900	369		401	
Pf3D7_09_v3	889706	893668	+	PF3D7_0922000	351		401	
Pf3D7_09_v3	889706	893668	+	PF3D7_0922000	351		401	
Pf3D7_09_v3	889706	893668	+	PF3D7_0922000	351		401	
Pf3D7_09_v3	889706	893668	+	PF3D7_0922000	351		401	
Pf3D7_09_v3	894968	900605	+	PF3D7_0922100	447		301	
Pf3D7_09_v3	894968	900605	+	PF3D7_0922100	447		301	
Pf3D7_09_v3	894968	900605	+	PF3D7_0922100	447		301	
Pf3D7_09_v3	894968	900605	+	PF3D7_0922100	447		301	
Pf3D7_09_v3	903305	904971	+	PF3D7_0922200	57		401	
Pf3D7_09_v3	903305	904971	+	PF3D7_0922200	57		401	
Pf3D7_09_v3	903305	904971	+	PF3D7_0922200	57		401	
Pf3D7_09_v3	903305	904971	+	PF3D7_0922200	57		401	
Pf3D7_09_v3	905671	908358	+	PF3D7_0922300	327		1	
Pf3D7_09_v3	905671	908358	+	PF3D7_0922300	327		1	
Pf3D7_09_v3	905671	908358	+	PF3D7_0922300	327		1	
Pf3D7_09_v3	905671	908358	+	PF3D7_0922300	327		1	
Pf3D7_09_v3	908723	912062	+	PF3D7_0922400	1		1	
Pf3D7_09_v3	908723	912062	+	PF3D7_0922400	1		1	
Pf3D7_09_v3	908723	912062	+	PF3D7_0922400	1		1	
Pf3D7_09_v3	908723	912062	+	PF3D7_0922400	1		1	
Pf3D7_09_v3	912962	914881	+	PF3D7_0922500	268		401	
Pf3D7_09_v3	912962	914881	+	PF3D7_0922500	268		401	
Pf3D7_09_v3	912962	914881	+	PF3D7_0922500	268		401	
Pf3D7_09_v3	912962	914881	+	PF3D7_0922500	268		401	
Pf3D7_09_v3	916281	919075	+	PF3D7_0922600	322		401	
Pf3D7_09_v3	916281	919075	+	PF3D7_0922600	322		401	
Pf3D7_09_v3	916281	919075	+	PF3D7_0922600	322		401	
Pf3D7_09_v3	916281	919075	+	PF3D7_0922600	322		401	
Pf3D7_09_v3	921491	919008	-	PF3D7_0922700	189		101	
Pf3D7_09_v3	921491	919008	-	PF3D7_0922700	189		101	
Pf3D7_09_v3	921491	919008	-	PF3D7_0922700	189		101	
Pf3D7_09_v3	921491	919008	-	PF3D7_0922700	189		101	
Pf3D7_09_v3	935767	921891	-	PF3D7_0922800	395		401	
Pf3D7_09_v3	935767	921891	-	PF3D7_0922800	395		401	
Pf3D7_09_v3	935767	921891	-	PF3D7_0922800	395		401	
Pf3D7_09_v3	935767	921891	-	PF3D7_0922800	395		401	
Pf3D7_09_v3	938346	936667	-	PF3D7_0922900	1		201	
Pf3D7_09_v3	938346	936667	-	PF3D7_0922900	1		201	
Pf3D7_09_v3	938346	936667	-	PF3D7_0922900	1		201	
Pf3D7_09_v3	938346	936667	-	PF3D7_0922900	1		201	
Pf3D7_09_v3	940729	939179	-	PF3D7_0923000	142		401	
Pf3D7_09_v3	940729	939179	-	PF3D7_0923000	142		401	
Pf3D7_09_v3	940729	939179	-	PF3D7_0923000	142		401	
Pf3D7_09_v3	940729	939179	-	PF3D7_0923000	142		401	
Pf3D7_09_v3	942725	941429	-	PF3D7_0923100	227		401	
Pf3D7_09_v3	942725	941429	-	PF3D7_0923100	227		401	
Pf3D7_09_v3	942725	941429	-	PF3D7_0923100	227		401	
Pf3D7_09_v3	942725	941429	-	PF3D7_0923100	227		401	
Pf3D7_09_v3	943699	946569	+	PF3D7_0923200	427		101	
Pf3D7_09_v3	943699	946569	+	PF3D7_0923200	427		101	
Pf3D7_09_v3	943699	946569	+	PF3D7_0923200	427		101	
Pf3D7_09_v3	943699	946569	+	PF3D7_0923200	427		101	
Pf3D7_09_v3	946869	949899	+	PF3D7_0923300	164		401	
Pf3D7_09_v3	946869	949899	+	PF3D7_0923300	164		401	
Pf3D7_09_v3	946869	949899	+	PF3D7_0923300	164		401	
Pf3D7_09_v3	946869	949899	+	PF3D7_0923300	164		401	
Pf3D7_09_v3	950099	953723	+	PF3D7_0923400	309		1	
Pf3D7_09_v3	950099	953723	+	PF3D7_0923400	309		1	
Pf3D7_09_v3	950099	953723	+	PF3D7_0923400	309		1	
Pf3D7_09_v3	950099	953723	+	PF3D7_0923400	309		1	
Pf3D7_09_v3	956223	958136	+	PF3D7_0923500	382		301	
Pf3D7_09_v3	956223	958136	+	PF3D7_0923500	382		301	
Pf3D7_09_v3	956223	958136	+	PF3D7_0923500	382		301	
Pf3D7_09_v3	956223	958136	+	PF3D7_0923500	382		301	
Pf3D7_09_v3	958436	960018	+	PF3D7_0923600	327		101	
Pf3D7_09_v3	958436	960018	+	PF3D7_0923600	327		101	
Pf3D7_09_v3	958436	960018	+	PF3D7_0923600	327		101	
Pf3D7_09_v3	958436	960018	+	PF3D7_0923600	327		101	
Pf3D7_09_v3	961391	959918	-	PF3D7_0923700	1		263	
Pf3D7_09_v3	961391	959918	-	PF3D7_0923700	1		263	
Pf3D7_09_v3	961391	959918	-	PF3D7_0923700	1		263	
Pf3D7_09_v3	961391	959918	-	PF3D7_0923700	1		263	
Pf3D7_09_v3	963794	961532	-	PF3D7_0923800	8		401	
Pf3D7_09_v3	963794	961532	-	PF3D7_0923800	8		401	
Pf3D7_09_v3	963794	961532	-	PF3D7_0923800	8		401	
Pf3D7_09_v3	963794	961532	-	PF3D7_0923800	8		401	
Pf3D7_09_v3	963794	961532	-	PF3D7_0923800	8		401	
Pf3D7_09_v3	963794	961532	-	PF3D7_0923800	8		401	
Pf3D7_09_v3	963794	961532	-	PF3D7_0923800	8		401	
Pf3D7_09_v3	963794	961532	-	PF3D7_0923800	8		401	
Pf3D7_09_v3	963794	961532	-	PF3D7_0923800	8		401	
Pf3D7_09_v3	968447	966494	-	PF3D7_0923900	378		301	
Pf3D7_09_v3	968447	966494	-	PF3D7_0923900	378		301	
Pf3D7_09_v3	968447	966494	-	PF3D7_0923900	378		301	
Pf3D7_09_v3	968447	966494	-	PF3D7_0923900	378		301	
Pf3D7_09_v3	972547	977038	+	PF3D7_0924000	1		401	
Pf3D7_09_v3	972547	977038	+	PF3D7_0924000	1		401	
Pf3D7_09_v3	972547	977038	+	PF3D7_0924000	1		401	
Pf3D7_09_v3	972547	977038	+	PF3D7_0924000	1		401	
Pf3D7_09_v3	980251	977868	-	PF3D7_0924100	286		1	
Pf3D7_09_v3	980251	977868	-	PF3D7_0924100	286		1	
Pf3D7_09_v3	980251	977868	-	PF3D7_0924100	286		1	
Pf3D7_09_v3	980251	977868	-	PF3D7_0924100	286		1	
Pf3D7_09_v3	980766	984635	+	PF3D7_0924200	386		301	
Pf3D7_09_v3	980766	984635	+	PF3D7_0924200	386		301	
Pf3D7_09_v3	980766	984635	+	PF3D7_0924200	386		301	
Pf3D7_09_v3	980766	984635	+	PF3D7_0924200	386		301	
Pf3D7_09_v3	986276	984714	-	PF3D7_0924300	259		101	
Pf3D7_09_v3	986276	984714	-	PF3D7_0924300	259		101	
Pf3D7_09_v3	986276	984714	-	PF3D7_0924300	259		101	
Pf3D7_09_v3	986276	984714	-	PF3D7_0924300	259		101	
Pf3D7_09_v3	988618	993116	+	PF3D7_0924400	359		201	
Pf3D7_09_v3	988618	993116	+	PF3D7_0924400	359		201	
Pf3D7_09_v3	988618	993116	+	PF3D7_0924400	359		201	
Pf3D7_09_v3	988618	993116	+	PF3D7_0924400	359		201	
Pf3D7_09_v3	997962	992944	-	PF3D7_0924500	287		301	
Pf3D7_09_v3	997962	992944	-	PF3D7_0924500	287		301	
Pf3D7_09_v3	997962	992944	-	PF3D7_0924500	287		301	
Pf3D7_09_v3	997962	992944	-	PF3D7_0924500	287		301	
Pf3D7_09_v3	999276	1005846	+	PF3D7_0924600	187		1	
Pf3D7_09_v3	999276	1005846	+	PF3D7_0924600	187		1	
Pf3D7_09_v3	999276	1005846	+	PF3D7_0924600	187		1	
Pf3D7_09_v3	999276	1005846	+	PF3D7_0924600	187		1	
Pf3D7_09_v3	1006546	1008943	+	PF3D7_0924700	227		401	
Pf3D7_09_v3	1006546	1008943	+	PF3D7_0924700	227		401	
Pf3D7_09_v3	1006546	1008943	+	PF3D7_0924700	227		401	
Pf3D7_09_v3	1006546	1008943	+	PF3D7_0924700	227		401	
Pf3D7_09_v3	1009062	1010156	+	PF3D7_0924800	1		401	
Pf3D7_09_v3	1009062	1010156	+	PF3D7_0924800	1		401	
Pf3D7_09_v3	1009062	1010156	+	PF3D7_0924800	1		401	
Pf3D7_09_v3	1009062	1010156	+	PF3D7_0924800	1		401	
Pf3D7_09_v3	1010056	1012117	+	PF3D7_0924900	324		295	
Pf3D7_09_v3	1010056	1012117	+	PF3D7_0924900	324		295	
Pf3D7_09_v3	1010056	1012117	+	PF3D7_0924900	324		295	
Pf3D7_09_v3	1010056	1012117	+	PF3D7_0924900	324		295	
Pf3D7_09_v3	1012117	1013864	+	PF3D7_0925000	1		1	
Pf3D7_09_v3	1012117	1013864	+	PF3D7_0925000	1		1	
Pf3D7_09_v3	1012117	1013864	+	PF3D7_0925000	1		1	
Pf3D7_09_v3	1012117	1013864	+	PF3D7_0925000	1		1	
Pf3D7_09_v3	1015634	1014077	-	PF3D7_0925100	116		401	
Pf3D7_09_v3	1015634	1014077	-	PF3D7_0925100	116		401	
Pf3D7_09_v3	1015634	1014077	-	PF3D7_0925100	116		401	
Pf3D7_09_v3	1015634	1014077	-	PF3D7_0925100	116		401	
Pf3D7_09_v3	1017319	1018919	+	PF3D7_0925200	116		1	
Pf3D7_09_v3	1017319	1018919	+	PF3D7_0925200	116		1	
Pf3D7_09_v3	1017319	1018919	+	PF3D7_0925200	116		1	
Pf3D7_09_v3	1017319	1018919	+	PF3D7_0925200	116		1	
Pf3D7_09_v3	1020957	1019063	-	PF3D7_0925300	54		101	
Pf3D7_09_v3	1020957	1019063	-	PF3D7_0925300	54		101	
Pf3D7_09_v3	1020957	1019063	-	PF3D7_0925300	54		101	
