chr	position	strand
Pf3D7_08_v3	1455114	+
Pf3D7_06_v3	1384154	+
Pf3D7_10_v3	24435	+
Pf3D7_01_v3	7888	-
Pf3D7_10_v3	21338	-
Pf3D7_04_v3	21173	-
Pf3D7_09_v3	1523905	-
Pf3D7_09_v3	1688	-
Pf3D7_03_v3	34292	+
Pf3D7_06_v3	1407130	+
Pf3D7_11_v3	9896	-
Pf3D7_09_v3	16412	-
Pf3D7_01_v3	635522	+
Pf3D7_06_v3	1409896	-
Pf3D7_04_v3	4662	+
Pf3D7_09_v3	1527915	-
Pf3D7_09_v3	5493	-
Pf3D7_01_v3	2256	-
Pf3D7_09_v3	6499	-
Pf3D7_10_v3	2873	-
Pf3D7_10_v3	1654671	+
Pf3D7_01_v3	633987	-
Pf3D7_04_v3	13929	-
Pf3D7_06_v3	1397275	-
Pf3D7_03_v3	6940	+
Pf3D7_06_v3	1410266	+
Pf3D7_01_v3	631652	-
Pf3D7_02_v3	14200	+
Pf3D7_09_v3	1511250	-
Pf3D7_03_v3	1042696	+
Pf3D7_10_v3	3411	-
Pf3D7_01_v3	720	-
Pf3D7_08_v3	1471924	+
Pf3D7_05_v3	7408	-
Pf3D7_10_v3	1675049	-
Pf3D7_10_v3	1687001	-
Pf3D7_05_v3	18863	-
Pf3D7_09_v3	6162	-
Pf3D7_03_v3	17683	+
Pf3D7_08_v3	1457494	+
Pf3D7_01_v3	616544	+
Pf3D7_06_v3	1410174	-
Pf3D7_03_v3	20732	-
Pf3D7_12_v3	2257776	-
Pf3D7_06_v3	1402862	+
Pf3D7_08_v3	1465262	-
Pf3D7_05_v3	302	-
Pf3D7_04_v3	17933	+
Pf3D7_03_v3	31086	+
Pf3D7_13_v3	14851	+
Pf3D7_10_v3	1673638	-
Pf3D7_02_v3	926402	-
Pf3D7_10_v3	1678238	+
Pf3D7_06_v3	1409560	+
Pf3D7_01_v3	14193	-
Pf3D7_08_v3	11857	+
Pf3D7_02_v3	14996	-
Pf3D7_03_v3	4372	+
Pf3D7_10_v3	7109	+
Pf3D7_03_v3	1061982	+
Pf3D7_12_v3	2270922	-
Pf3D7_09_v3	1514261	+
Pf3D7_11_v3	9344	-
Pf3D7_09_v3	17592	+
Pf3D7_12_v3	2638	+
Pf3D7_05_v3	5261	+
Pf3D7_08_v3	1138	+
Pf3D7_07_v3	1431260	+
Pf3D7_12_v3	2263554	-
Pf3D7_02_v3	932267	+
Pf3D7_08_v3	1472332	-
Pf3D7_10_v3	1683656	+
Pf3D7_05_v3	18044	+
Pf3D7_12_v3	11804	-
Pf3D7_05_v3	14143	-
Pf3D7_03_v3	18396	+
Pf3D7_08_v3	1472537	+
Pf3D7_06_v3	1386740	-
Pf3D7_01_v3	20770	+
Pf3D7_01_v3	619231	+
Pf3D7_03_v3	12245	-
Pf3D7_10_v3	1660197	-
Pf3D7_12_v3	2262791	+
Pf3D7_08_v3	16019	+
Pf3D7_02_v3	1935	+
Pf3D7_08_v3	12244	+
Pf3D7_12_v3	3603	-
Pf3D7_10_v3	1653608	-
Pf3D7_04_v3	11590	+
Pf3D7_02_v3	14095	+
Pf3D7_12_v3	2254074	+
Pf3D7_12_v3	6335	+
Pf3D7_01_v3	639682	-
Pf3D7_11_v3	8086	+
Pf3D7_02_v3	24142	-
Pf3D7_01_v3	636683	-
Pf3D7_10_v3	1664451	-
Pf3D7_08_v3	11738	+
Pf3D7_06_v3	1408117	-
Pf3D7_12_v3	2259810	-
Pf3D7_11_v3	9509	+
Pf3D7_01_v3	623996	+
Pf3D7_09_v3	2682	+
Pf3D7_10_v3	1651687	-
Pf3D7_08_v3	6857	-
Pf3D7_13_v3	2918823	+
Pf3D7_09_v3	1512879	+
Pf3D7_02_v3	4359	+
Pf3D7_03_v3	11842	+
Pf3D7_11_v3	13966	-
Pf3D7_13_v3	2900591	-
Pf3D7_02_v3	5345	+
Pf3D7_02_v3	2725	-
Pf3D7_10_v3	1663022	-
Pf3D7_01_v3	621171	-
Pf3D7_01_v3	636607	-
Pf3D7_12_v3	2269438	+
Pf3D7_10_v3	1664435	-
Pf3D7_12_v3	2251529	+
Pf3D7_09_v3	1507386	-
Pf3D7_04_v3	9015	+
Pf3D7_12_v3	2259785	+
Pf3D7_04_v3	14669	-
Pf3D7_03_v3	1047903	-
Pf3D7_12_v3	2257407	+
Pf3D7_09_v3	1514773	+
Pf3D7_12_v3	2260966	+
Pf3D7_02_v3	940204	-
Pf3D7_13_v3	2895203	+
Pf3D7_09_v3	9201	-
Pf3D7_09_v3	1528507	-
Pf3D7_13_v3	13750	-
Pf3D7_05_v3	11351	-
Pf3D7_10_v3	14500	-
Pf3D7_09_v3	1529727	+
Pf3D7_10_v3	1664725	-
Pf3D7_12_v3	2262050	+
Pf3D7_09_v3	1516119	-
Pf3D7_01_v3	626716	+
Pf3D7_03_v3	4479	-
Pf3D7_13_v3	2904833	+
Pf3D7_13_v3	2898300	+
Pf3D7_13_v3	2900949	-
Pf3D7_01_v3	12053	-
Pf3D7_05_v3	10073	+
Pf3D7_10_v3	1685517	+
Pf3D7_10_v3	1651729	-
Pf3D7_01_v3	638301	+
Pf3D7_09_v3	6309	-
Pf3D7_02_v3	940824	+
Pf3D7_07_v3	1439336	-
Pf3D7_03_v3	1067131	-
Pf3D7_01_v3	618438	-
Pf3D7_01_v3	640026	+
Pf3D7_13_v3	1286	+
Pf3D7_10_v3	1683130	+
Pf3D7_13_v3	13334	+
Pf3D7_07_v3	9442	+
Pf3D7_06_v3	1397271	+
Pf3D7_04_v3	1182857	-
Pf3D7_09_v3	15412	-
Pf3D7_04_v3	1195198	+
Pf3D7_10_v3	1685344	+
Pf3D7_10_v3	1677712	-
Pf3D7_12_v3	2270557	+
Pf3D7_03_v3	1064707	-
Pf3D7_08_v3	8661	+
Pf3D7_03_v3	25401	+
Pf3D7_01_v3	7596	+
Pf3D7_10_v3	21957	+
Pf3D7_08_v3	12385	-
Pf3D7_10_v3	12158	+
Pf3D7_01_v3	631501	-
Pf3D7_13_v3	2902542	+
Pf3D7_13_v3	2913379	-
Pf3D7_07_v3	9303	+
Pf3D7_12_v3	5229	-
Pf3D7_03_v3	1067266	+
Pf3D7_10_v3	1761	+
Pf3D7_12_v3	2266206	-
Pf3D7_11_v3	4897	+
Pf3D7_11_v3	5189	-
Pf3D7_07_v3	3026	+
Pf3D7_11_v3	2388	-
Pf3D7_09_v3	1508758	-
Pf3D7_02_v3	943294	+
Pf3D7_02_v3	22461	-
Pf3D7_10_v3	1672339	+
Pf3D7_09_v3	267	+
Pf3D7_08_v3	17592	-
Pf3D7_12_v3	2262805	-
Pf3D7_09_v3	1523701	-
Pf3D7_06_v3	1416413	+
Pf3D7_06_v3	1397690	+
Pf3D7_09_v3	6921	+
Pf3D7_10_v3	1679534	-
Pf3D7_08_v3	1459320	-
Pf3D7_07_v3	1440047	-
Pf3D7_10_v3	19211	-
Pf3D7_10_v3	23177	+
Pf3D7_11_v3	7396	-
Pf3D7_01_v3	617515	-
Pf3D7_10_v3	1668388	-
Pf3D7_07_v3	1438784	+
Pf3D7_01_v3	636252	+
Pf3D7_09_v3	1514147	+
Pf3D7_10_v3	20580	-
Pf3D7_08_v3	16935	-
Pf3D7_10_v3	1680590	-
Pf3D7_04_v3	22430	+
Pf3D7_03_v3	35638	-
Pf3D7_04_v3	1193898	+
Pf3D7_06_v3	1396315	+
Pf3D7_10_v3	12052	-
Pf3D7_11_v3	2037770	-
Pf3D7_10_v3	6531	+
Pf3D7_03_v3	21757	+
Pf3D7_05_v3	11537	-
Pf3D7_02_v3	939514	+
Pf3D7_09_v3	1519952	+
Pf3D7_03_v3	1060470	-
Pf3D7_08_v3	1454	-
Pf3D7_10_v3	1678424	-
Pf3D7_09_v3	1534655	-
Pf3D7_04_v3	24586	-
Pf3D7_04_v3	1198988	-
Pf3D7_09_v3	1517243	-
Pf3D7_08_v3	944	-
Pf3D7_02_v3	15846	+
Pf3D7_12_v3	2251639	-
Pf3D7_07_v3	1432090	-
Pf3D7_07_v3	13763	+
Pf3D7_03_v3	21461	+
Pf3D7_05_v3	12220	-
Pf3D7_04_v3	1195650	-
Pf3D7_03_v3	1043883	-
Pf3D7_08_v3	1466846	+
Pf3D7_07_v3	11491	-
Pf3D7_12_v3	2258839	-
Pf3D7_13_v3	9480	-
Pf3D7_03_v3	18362	-
Pf3D7_02_v3	13346	+
Pf3D7_10_v3	1663083	-
Pf3D7_13_v3	2900842	+
Pf3D7_12_v3	2747	+
Pf3D7_01_v3	9790	+
Pf3D7_03_v3	1046646	+
Pf3D7_01_v3	14831	-
Pf3D7_11_v3	21270	+
Pf3D7_08_v3	1447372	+
Pf3D7_07_v3	1432613	+
Pf3D7_08_v3	1445691	+
Pf3D7_03_v3	1067244	-
Pf3D7_09_v3	13469	-
Pf3D7_01_v3	6939	+
Pf3D7_09_v3	1519687	+
Pf3D7_10_v3	19964	-
Pf3D7_09_v3	1540144	-
Pf3D7_04_v3	1192201	+
Pf3D7_11_v3	6318	-
Pf3D7_10_v3	19241	+
Pf3D7_02_v3	16628	+
Pf3D7_03_v3	23244	-
Pf3D7_09_v3	1505825	+
Pf3D7_04_v3	19618	+
Pf3D7_02_v3	476	+
Pf3D7_02_v3	944953	+
Pf3D7_02_v3	944416	-
Pf3D7_07_v3	11039	+
Pf3D7_09_v3	12418	+
Pf3D7_03_v3	2449	+
Pf3D7_10_v3	24143	+
Pf3D7_04_v3	7518	-
Pf3D7_04_v3	7276	-
Pf3D7_03_v3	25563	+
Pf3D7_10_v3	1685402	-
Pf3D7_13_v3	2909352	+
Pf3D7_07_v3	1436231	+
Pf3D7_01_v3	15763	-
Pf3D7_03_v3	1047529	+
Pf3D7_02_v3	937920	-
Pf3D7_11_v3	2038253	-
Pf3D7_01_v3	625326	-
Pf3D7_13_v3	2918112	+
Pf3D7_08_v3	1466358	+
Pf3D7_08_v3	17314	-
Pf3D7_12_v3	11758	-
Pf3D7_01_v3	26477	+
Pf3D7_10_v3	1677117	+
Pf3D7_02_v3	23670	-
Pf3D7_11_v3	16680	+
Pf3D7_08_v3	17031	+
Pf3D7_01_v3	638094	-
Pf3D7_11_v3	22932	-
Pf3D7_01_v3	17109	-
Pf3D7_02_v3	940507	-
Pf3D7_10_v3	1686442	-
Pf3D7_07_v3	7450	+
Pf3D7_12_v3	2252271	-
Pf3D7_09_v3	1537380	+
Pf3D7_09_v3	12147	+
Pf3D7_04_v3	11894	-
Pf3D7_02_v3	940659	-
Pf3D7_13_v3	2894865	-
Pf3D7_02_v3	11572	-
Pf3D7_08_v3	5403	+
Pf3D7_03_v3	1047444	+
Pf3D7_03_v3	1067087	+
Pf3D7_08_v3	1459974	+
Pf3D7_10_v3	1655948	+
Pf3D7_10_v3	1664223	+
Pf3D7_12_v3	3944	+
Pf3D7_04_v3	25235	-
Pf3D7_07_v3	5707	-
Pf3D7_01_v3	10253	+
Pf3D7_10_v3	1663094	+
Pf3D7_04_v3	4878	+
Pf3D7_08_v3	1466537	+
Pf3D7_02_v3	937461	-
Pf3D7_11_v3	10190	-
Pf3D7_11_v3	9234	-
Pf3D7_12_v3	2264220	+
Pf3D7_01_v3	2756	+
Pf3D7_13_v3	2923094	+
Pf3D7_03_v3	1055422	-
Pf3D7_04_v3	6320	-
Pf3D7_03_v3	1054643	-
Pf3D7_03_v3	1063705	-
Pf3D7_08_v3	1449228	-
Pf3D7_03_v3	1054240	-
Pf3D7_06_v3	387	+
Pf3D7_09_v3	1534585	+
Pf3D7_11_v3	13230	+
Pf3D7_09_v3	1531814	+
Pf3D7_08_v3	1466350	-
Pf3D7_02_v3	944624	+
Pf3D7_11_v3	8432	+
Pf3D7_01_v3	20225	+
Pf3D7_03_v3	1046306	-
Pf3D7_01_v3	636936	-
Pf3D7_09_v3	1539899	+
Pf3D7_05_v3	5927	+
Pf3D7_09_v3	1525219	-
Pf3D7_04_v3	1197034	-
Pf3D7_07_v3	532	-
Pf3D7_07_v3	13813	-
Pf3D7_01_v3	23583	-
Pf3D7_06_v3	1413758	-
Pf3D7_09_v3	1511501	-
Pf3D7_08_v3	15408	+
Pf3D7_01_v3	635471	-
Pf3D7_09_v3	1504202	+
Pf3D7_04_v3	19574	+
Pf3D7_01_v3	17994	-
Pf3D7_02_v3	946393	+
Pf3D7_07_v3	1427765	+
Pf3D7_04_v3	26802	-
Pf3D7_10_v3	15777	+
Pf3D7_03_v3	1047046	-
Pf3D7_10_v3	1665061	+
Pf3D7_04_v3	21275	-
Pf3D7_09_v3	19145	-
Pf3D7_10_v3	1662456	-
Pf3D7_05_v3	19815	-
Pf3D7_01_v3	18080	+
Pf3D7_08_v3	3908	-
Pf3D7_13_v3	2912607	-
Pf3D7_13_v3	2919013	-
Pf3D7_03_v3	1969	-
Pf3D7_10_v3	1653679	-
Pf3D7_04_v3	1181137	-
Pf3D7_02_v3	937324	+
Pf3D7_09_v3	1506269	-
Pf3D7_07_v3	1443970	+
Pf3D7_08_v3	2604	-
Pf3D7_11_v3	1670	-
Pf3D7_04_v3	1186049	-
Pf3D7_09_v3	1532822	+
Pf3D7_05_v3	18269	+
Pf3D7_01_v3	7213	+
Pf3D7_05_v3	10447	-
Pf3D7_13_v3	2918133	-
Pf3D7_07_v3	15612	+
Pf3D7_02_v3	3708	+
Pf3D7_09_v3	1535649	+
Pf3D7_13_v3	2921069	+
Pf3D7_12_v3	2265710	+
Pf3D7_08_v3	1459324	+
Pf3D7_05_v3	7884	+
Pf3D7_08_v3	1469652	+
Pf3D7_11_v3	20144	+
Pf3D7_12_v3	8422	-
Pf3D7_11_v3	17304	-
