chr,start,end,strand,gene_id
Pf3D7_10_v3,1050143,1045507,-,PF3D7_1025000
Pf3D7_10_v3,1052661,1055534,+,PF3D7_1025100
Pf3D7_10_v3,1057189,1055543,-,PF3D7_1025200
Pf3D7_10_v3,1060798,1057589,-,PF3D7_1025300
Pf3D7_10_v3,1067551,1061298,-,PF3D7_1025400
Pf3D7_10_v3,1087313,1067651,-,PF3D7_1025500
Pf3D7_10_v3,1088093,1088818,+,PF3D7_1025600
Pf3D7_10_v3,1088618,1089895,+,PF3D7_1025700
Pf3D7_10_v3,1090935,1089796,-,PF3D7_1025800
Pf3D7_10_v3,1097454,1091435,-,PF3D7_1025900
Pf3D7_10_v3,1099917,1098154,-,PF3D7_1026000
Pf3D7_10_v3,1101383,1103463,+,PF3D7_1026100
Pf3D7_10_v3,1105285,1103363,-,PF3D7_1026200
Pf3D7_10_v3,1105631,1109652,+,PF3D7_1026300
Pf3D7_10_v3,1111822,1109452,-,PF3D7_1026400
Pf3D7_10_v3,1112994,1112022,-,PF3D7_1026500
Pf3D7_10_v3,1118961,1113094,-,PF3D7_1026600
Pf3D7_10_v3,1122674,1124438,+,PF3D7_1026800
Pf3D7_10_v3,1125282,1126268,+,PF3D7_1026900
Pf3D7_10_v3,1132237,1126322,-,PF3D7_1027000
Pf3D7_10_v3,1136601,1133837,-,PF3D7_1027100
Pf3D7_10_v3,1137557,1139965,+,PF3D7_1027200
Pf3D7_10_v3,1142603,1140388,-,PF3D7_1027300
Pf3D7_10_v3,1147265,1145522,-,PF3D7_1027400
Pf3D7_10_v3,1147596,1148314,+,PF3D7_1027500
Pf3D7_10_v3,1150169,1148315,-,PF3D7_1027600
Pf3D7_10_v3,1151970,1150562,-,PF3D7_1027700
Pf3D7_10_v3,1154847,1152870,-,PF3D7_1027800
Pf3D7_10_v3,1156332,1159281,+,PF3D7_1027900
Pf3D7_10_v3,1159881,1163522,+,PF3D7_1028000
Pf3D7_10_v3,1163785,1165816,+,PF3D7_1028100
Pf3D7_10_v3,1167009,1165745,-,PF3D7_1028200
Pf3D7_10_v3,1169039,1167609,-,PF3D7_1028300
Pf3D7_10_v3,1169658,1171692,+,PF3D7_1028400
Pf3D7_10_v3,1175260,1171728,-,PF3D7_1028500
Pf3D7_10_v3,1178204,1176060,-,PF3D7_1028600
Pf3D7_10_v3,1180950,1182902,+,PF3D7_1028700
Pf3D7_10_v3,1184227,1183186,-,PF3D7_1028800
Pf3D7_10_v3,1186202,1184327,-,PF3D7_1028900
Pf3D7_10_v3,1189725,1187402,-,PF3D7_1029000
Pf3D7_10_v3,1190090,1195017,+,PF3D7_1029100
Pf3D7_10_v3,1195517,1197745,+,PF3D7_1029200
Pf3D7_10_v3,1200193,1197624,-,PF3D7_1029300
Pf3D7_10_v3,1202845,1200493,-,PF3D7_1029400
Pf3D7_10_v3,1204901,1203945,-,PF3D7_1029500
Pf3D7_10_v3,1206301,1207806,+,PF3D7_1029600
Pf3D7_10_v3,1210915,1207797,-,PF3D7_1029700
Pf3D7_10_v3,1213247,1211257,-,PF3D7_1029800
Pf3D7_10_v3,1217172,1222442,+,PF3D7_1029900
Pf3D7_10_v3,1223142,1224368,+,PF3D7_1030000
Pf3D7_10_v3,1229360,1224318,-,PF3D7_1030100
Pf3D7_10_v3,1231966,1230160,-,PF3D7_1030200
Pf3D7_10_v3,1237003,1233366,-,PF3D7_1030300
Pf3D7_10_v3,1243314,1241666,-,PF3D7_1030400
Pf3D7_10_v3,1243778,1245879,+,PF3D7_1030500
Pf3D7_10_v3,1247732,1245679,-,PF3D7_1030600
Pf3D7_10_v3,1248177,1249607,+,PF3D7_1030700
Pf3D7_10_v3,1250044,1251150,+,PF3D7_1030800
Pf3D7_10_v3,1252116,1250750,-,PF3D7_1030900
Pf3D7_10_v3,1254342,1253116,-,PF3D7_1031000
Pf3D7_10_v3,1255587,1254442,-,PF3D7_1031100
Pf3D7_10_v3,1257383,1258679,+,PF3D7_1031200
Pf3D7_10_v3,1259879,1263370,+,PF3D7_1031300
Pf3D7_10_v3,1264770,1269186,+,PF3D7_1031400
Pf3D7_10_v3,1270086,1274545,+,PF3D7_1031500
Pf3D7_10_v3,1275545,1278978,+,PF3D7_1031600
Pf3D7_10_v3,1280878,1282190,+,PF3D7_1031700
Pf3D7_10_v3,1284058,1282004,-,PF3D7_1031800
Pf3D7_10_v3,1287288,1284187,-,PF3D7_1031900
Pf3D7_10_v3,1290198,1287414,-,PF3D7_1032000
Pf3D7_10_v3,1293046,1297472,+,PF3D7_1032100
Pf3D7_10_v3,1299493,1298026,-,PF3D7_1032200
Pf3D7_10_v3,1299742,1302593,+,PF3D7_1032300
Pf3D7_10_v3,1305240,1302493,-,PF3D7_1032400
Pf3D7_10_v3,1307672,1305840,-,PF3D7_1032500
Pf3D7_10_v3,1308433,1310226,+,PF3D7_1032600
Pf3D7_10_v3,1312154,1310120,-,PF3D7_1032700
Pf3D7_10_v3,1315017,1312854,-,PF3D7_1032800
Pf3D7_10_v3,1321193,1315317,-,PF3D7_1032900
Pf3D7_10_v3,1321350,1323680,+,PF3D7_1033000
Pf3D7_10_v3,1328521,1323731,-,PF3D7_1033100
Pf3D7_10_v3,1335221,1336690,+,PF3D7_1033200
Pf3D7_10_v3,1338861,1337823,-,PF3D7_1033300
Pf3D7_10_v3,1339319,1341029,+,PF3D7_1033400
Pf3D7_10_v3,1341329,1343776,+,PF3D7_1033500
Pf3D7_10_v3,1347332,1344049,-,PF3D7_1033600
Pf3D7_10_v3,1347998,1350681,+,PF3D7_1033700
Pf3D7_10_v3,1350881,1353685,+,PF3D7_1033800
Pf3D7_10_v3,1355717,1354353,-,PF3D7_1033900
Pf3D7_10_v3,1361548,1358917,-,PF3D7_1034000
Pf3D7_10_v3,1363070,1361848,-,PF3D7_1034100
Pf3D7_10_v3,1363070,1364419,+,PF3D7_1034200
Pf3D7_10_v3,1364819,1366992,+,PF3D7_1034300
Pf3D7_10_v3,1369630,1366893,-,PF3D7_1034400
Pf3D7_10_v3,1370290,1376532,+,PF3D7_1034500
Pf3D7_10_v3,1377858,1376526,-,PF3D7_1034600
Pf3D7_10_v3,1378260,1379696,+,PF3D7_1034700
Pf3D7_10_v3,1379996,1382450,+,PF3D7_1034800
Pf3D7_10_v3,1383150,1386520,+,PF3D7_1034900
Pf3D7_10_v3,1390044,1386348,-,PF3D7_1035000
Pf3D7_10_v3,1391031,1393431,+,PF3D7_1035100
Pf3D7_10_v3,1394531,1396997,+,PF3D7_1035200
Pf3D7_10_v3,1399194,1403197,+,PF3D7_1035300
Pf3D7_10_v3,1403997,1405460,+,PF3D7_1035400
Pf3D7_10_v3,1407260,1408792,+,PF3D7_1035500
Pf3D7_10_v3,1409092,1410956,+,PF3D7_1035600
Pf3D7_10_v3,1413156,1415694,+,PF3D7_1035700
Pf3D7_10_v3,1420494,1423072,+,PF3D7_1035800
Pf3D7_10_v3,1423972,1426084,+,PF3D7_1035900
Pf3D7_10_v3,1426984,1428645,+,PF3D7_1036000
Pf3D7_10_v3,1432245,1435087,+,PF3D7_1036300
Pf3D7_10_v3,1436315,1440005,+,PF3D7_1036400
Pf3D7_10_v3,1441900,1443969,+,PF3D7_1036500
Pf3D7_10_v3,1444169,1445915,+,PF3D7_1036600
Pf3D7_10_v3,1447891,1445815,-,PF3D7_1036700
Pf3D7_10_v3,1451698,1448491,-,PF3D7_1036800
Pf3D7_10_v3,1458350,1452398,-,PF3D7_1036900
Pf3D7_10_v3,1462350,1469556,+,PF3D7_1037000
Pf3D7_10_v3,1472513,1469556,-,PF3D7_1037100
Pf3D7_10_v3,1473128,1477261,+,PF3D7_1037200
Pf3D7_10_v3,1478962,1477539,-,PF3D7_1037300
Pf3D7_10_v3,1485558,1481362,-,PF3D7_1037400
Pf3D7_10_v3,1487754,1490389,+,PF3D7_1037500
Pf3D7_10_v3,1490989,1494579,+,PF3D7_1037600
Pf3D7_10_v3,1495679,1496759,+,PF3D7_1037700
Pf3D7_10_v3,1502454,1497095,-,PF3D7_1037800
Pf3D7_10_v3,1504634,1502554,-,PF3D7_1037900
Pf3D7_10_v3,1505834,1507297,+,PF3D7_1038000
Pf3D7_10_v3,1510841,1507181,-,PF3D7_1038100
Pf3D7_10_v3,1511225,1511936,+,PF3D7_1038200
Pf3D7_10_v3,1514520,1511836,-,PF3D7_1038300
Pf3D7_10_v3,1519017,1548226,+,PF3D7_1038400
Pf3D7_10_v3,1550096,1548454,-,PF3D7_1038500
Pf3D7_10_v3,1553173,1551096,-,PF3D7_1038600
Pf3D7_10_v3,1555703,1554528,-,PF3D7_1038700
Pf3D7_10_v3,1557503,1561097,+,PF3D7_1038800
Pf3D7_10_v3,1562797,1564289,+,PF3D7_1038900
Pf3D7_10_v3,1568708,1571916,+,PF3D7_1039000
Pf3D7_10_v3,1573716,1575949,+,PF3D7_1039100
Pf3D7_10_v3,1577151,1576140,-,PF3D7_1039200
Pf3D7_10_v3,1588499,1587151,-,PF3D7_1039400
Pf3D7_10_v3,1590099,1591274,+,PF3D7_1039600
Pf3D7_10_v3,1592602,1591277,-,PF3D7_1039700
Pf3D7_10_v3,1595278,1594102,-,PF3D7_1039800
Pf3D7_10_v3,1596078,1598006,+,PF3D7_1039900
Pf3D7_10_v3,1599706,1601178,+,PF3D7_1040000
Pf3D7_10_v3,1602778,1604390,+,PF3D7_1040100
Pf3D7_10_v3,1605690,1607254,+,PF3D7_1040200
Pf3D7_10_v3,1608954,1610723,+,PF3D7_1040300
Pf3D7_10_v3,1612323,1613936,+,PF3D7_1040400
Pf3D7_10_v3,1615636,1617271,+,PF3D7_1040500
Pf3D7_10_v3,1618671,1620445,+,PF3D7_1040600
Pf3D7_10_v3,1622367,1623885,+,PF3D7_1040700
Pf3D7_10_v3,1625285,1627025,+,PF3D7_1040800
Pf3D7_10_v3,1628425,1630324,+,PF3D7_1040900
Pf3D7_10_v3,1632224,1633966,+,PF3D7_1041000
Pf3D7_10_v3,1635466,1636980,+,PF3D7_1041100
Pf3D7_10_v3,1638880,1640919,+,PF3D7_1041200
Pf3D7_11_v3,42555,32465,-,PF3D7_1100200
Pf3D7_11_v3,44987,46334,+,PF3D7_1100300
Pf3D7_11_v3,48111,49608,+,PF3D7_1100400
Pf3D7_11_v3,53022,51522,-,PF3D7_1100500
Pf3D7_11_v3,55491,54422,-,PF3D7_1100600
Pf3D7_11_v3,56791,58241,+,PF3D7_1100700
Pf3D7_11_v3,59341,60729,+,PF3D7_1100800
Pf3D7_11_v3,62140,60627,-,PF3D7_1100900
Pf3D7_11_v3,64270,65243,+,PF3D7_1101000
Pf3D7_11_v3,68080,66285,-,PF3D7_1101100
Pf3D7_11_v3,71743,69880,-,PF3D7_1101200
Pf3D7_11_v3,74519,72843,-,PF3D7_1101300
Pf3D7_11_v3,78205,76419,-,PF3D7_1101400
Pf3D7_11_v3,81832,80105,-,PF3D7_1101500
Pf3D7_11_v3,82225,83816,+,PF3D7_1101600
Pf3D7_11_v3,85416,86819,+,PF3D7_1101700
Pf3D7_11_v3,87890,86640,-,PF3D7_1101800
Pf3D7_11_v3,90290,90975,+,PF3D7_1101900
Pf3D7_11_v3,103975,105153,+,PF3D7_1102100
Pf3D7_11_v3,107626,104956,-,PF3D7_1102200
Pf3D7_11_v3,111490,109626,-,PF3D7_1102300
Pf3D7_11_v3,116611,114390,-,PF3D7_1102400
Pf3D7_11_v3,121917,119111,-,PF3D7_1102500
Pf3D7_11_v3,124737,123417,-,PF3D7_1102600
Pf3D7_11_v3,128537,129465,+,PF3D7_1102700
Pf3D7_11_v3,132360,131302,-,PF3D7_1102800
Pf3D7_11_v3,136660,137743,+,PF3D7_1102900
Pf3D7_11_v3,138543,139335,+,PF3D7_1103000
Pf3D7_11_v3,141152,139647,-,PF3D7_1103100
Pf3D7_11_v3,143002,143826,+,PF3D7_1103200
Pf3D7_11_v3,145326,144440,-,PF3D7_1103300
Pf3D7_11_v3,146426,150916,+,PF3D7_1103400
Pf3D7_11_v3,154913,150895,-,PF3D7_1103500
Pf3D7_11_v3,156120,158514,+,PF3D7_1103600
Pf3D7_11_v3,159714,161253,+,PF3D7_1103700
Pf3D7_11_v3,163984,174401,+,PF3D7_1103800
Pf3D7_11_v3,175247,175434,+,PF3D7_1103900
Pf3D7_11_v3,178160,175247,-,PF3D7_1104000
Pf3D7_11_v3,181482,179060,-,PF3D7_1104100
Pf3D7_11_v3,187599,182282,-,PF3D7_1104200
Pf3D7_11_v3,194466,190499,-,PF3D7_1104300
Pf3D7_11_v3,196766,198756,+,PF3D7_1104400
Pf3D7_11_v3,201229,198702,-,PF3D7_1104500
Pf3D7_11_v3,202238,204592,+,PF3D7_1104600
Pf3D7_11_v3,205839,204592,-,PF3D7_1104700
Pf3D7_11_v3,207095,210033,+,PF3D7_1104800
Pf3D7_11_v3,214533,219888,+,PF3D7_1104900
Pf3D7_11_v3,222364,221417,-,PF3D7_1105000
Pf3D7_11_v3,225630,226819,+,PF3D7_1105100
Pf3D7_11_v3,231346,227858,-,PF3D7_1105200
Pf3D7_11_v3,234596,231646,-,PF3D7_1105300
Pf3D7_11_v3,237386,235196,-,PF3D7_1105400
Pf3D7_11_v3,239398,241014,+,PF3D7_1105500
Pf3D7_11_v3,243550,240883,-,PF3D7_1105600
Pf3D7_11_v3,247118,249372,+,PF3D7_1105700
Pf3D7_11_v3,250472,252973,+,PF3D7_1105800
Pf3D7_11_v3,254373,255222,+,PF3D7_1105900
Pf3D7_11_v3,257578,255313,-,PF3D7_1106000
Pf3D7_11_v3,258642,260382,+,PF3D7_1106100
Pf3D7_11_v3,260582,263603,+,PF3D7_1106200
Pf3D7_11_v3,266746,263503,-,PF3D7_1106300
Pf3D7_11_v3,267371,268243,+,PF3D7_1106400
Pf3D7_11_v3,274825,268243,-,PF3D7_1106500
Pf3D7_11_v3,275353,279768,+,PF3D7_1106600
Pf3D7_11_v3,283168,279668,-,PF3D7_1106700
Pf3D7_11_v3,283395,289225,+,PF3D7_1106800
Pf3D7_11_v3,289425,290687,+,PF3D7_1106900
Pf3D7_11_v3,291287,292703,+,PF3D7_1107000
Pf3D7_11_v3,293803,297080,+,PF3D7_1107100
Pf3D7_11_v3,297480,301135,+,PF3D7_1107200
Pf3D7_11_v3,311718,300982,-,PF3D7_1107300
Pf3D7_11_v3,319327,317418,-,PF3D7_1107400
Pf3D7_11_v3,321485,319827,-,PF3D7_1107500
Pf3D7_11_v3,325380,321585,-,PF3D7_1107600
Pf3D7_11_v3,326624,329013,+,PF3D7_1107700
Pf3D7_11_v3,335812,329466,-,PF3D7_1107800
Pf3D7_11_v3,349655,343512,-,PF3D7_1107900
Pf3D7_11_v3,352152,354563,+,PF3D7_1108000
Pf3D7_11_v3,356063,360535,+,PF3D7_1108100
Pf3D7_11_v3,360935,362203,+,PF3D7_1108200
Pf3D7_11_v3,362420,363288,+,PF3D7_1108300
Pf3D7_11_v3,364688,366501,+,PF3D7_1108400
Pf3D7_11_v3,367101,369224,+,PF3D7_1108500
Pf3D7_11_v3,370737,369274,-,PF3D7_1108600
Pf3D7_11_v3,374939,372937,-,PF3D7_1108700
Pf3D7_11_v3,377461,378797,+,PF3D7_1108800
Pf3D7_11_v3,378897,381039,+,PF3D7_1108900
Pf3D7_11_v3,381668,380753,-,PF3D7_1109000
Pf3D7_11_v3,387447,382568,-,PF3D7_1109100
Pf3D7_11_v3,389640,387347,-,PF3D7_1109200
Pf3D7_11_v3,390340,390040,-,PF3D7_1109300
Pf3D7_11_v3,393751,390340,-,PF3D7_1109400
Pf3D7_11_v3,395723,394851,-,PF3D7_1109800
Pf3D7_11_v3,396737,398176,+,PF3D7_1109900
Pf3D7_11_v3,398658,399527,+,PF3D7_1110000
Pf3D7_11_v3,400327,403639,+,PF3D7_1110100
Pf3D7_11_v3,405439,410018,+,PF3D7_1110200
Pf3D7_11_v3,411596,410001,-,PF3D7_1110300
Pf3D7_11_v3,414456,419957,+,PF3D7_1110400
Pf3D7_11_v3,421557,425903,+,PF3D7_1110500
Pf3D7_11_v3,427361,425803,-,PF3D7_1110600
Pf3D7_11_v3,428361,430048,+,PF3D7_1110700
Pf3D7_11_v3,431477,430048,-,PF3D7_1110800
Pf3D7_11_v3,434001,431477,-,PF3D7_1110900
Pf3D7_11_v3,434446,436842,+,PF3D7_1111000
Pf3D7_11_v3,438697,436870,-,PF3D7_1111100
Pf3D7_11_v3,442158,439297,-,PF3D7_1111200
Pf3D7_11_v3,444232,442658,-,PF3D7_1111300
Pf3D7_11_v3,445819,445032,-,PF3D7_1111400
Pf3D7_11_v3,446811,445919,-,PF3D7_1111500
Pf3D7_11_v3,448760,451799,+,PF3D7_1111600
Pf3D7_11_v3,455068,452058,-,PF3D7_1111700
Pf3D7_11_v3,455362,457095,+,PF3D7_1111800
Pf3D7_11_v3,457595,459298,+,PF3D7_1111900
Pf3D7_11_v3,459498,461021,+,PF3D7_1112000
Pf3D7_11_v3,462021,469973,+,PF3D7_1112100
Pf3D7_11_v3,470273,471945,+,PF3D7_1112200
Pf3D7_11_v3,475079,471845,-,PF3D7_1112300
Pf3D7_11_v3,475475,476856,+,PF3D7_1112400
Pf3D7_11_v3,477156,478621,+,PF3D7_1112500
Pf3D7_11_v3,481150,478422,-,PF3D7_1112600
Pf3D7_11_v3,481850,486032,+,PF3D7_1112700
Pf3D7_11_v3,486232,487767,+,PF3D7_1112800
Pf3D7_11_v3,490155,487821,-,PF3D7_1112900
Pf3D7_11_v3,492090,510739,+,PF3D7_1113000
Pf3D7_11_v3,512110,510739,-,PF3D7_1113100
Pf3D7_11_v3,516962,518286,+,PF3D7_1113200
Pf3D7_11_v3,518886,520621,+,PF3D7_1113300
Pf3D7_11_v3,523191,520721,-,PF3D7_1113400
Pf3D7_11_v3,524025,526789,+,PF3D7_1113500
Pf3D7_11_v3,527289,529103,+,PF3D7_1113600
Pf3D7_11_v3,529303,530964,+,PF3D7_1113700
Pf3D7_11_v3,533572,530776,-,PF3D7_1113800
Pf3D7_11_v3,536500,534572,-,PF3D7_1113900
Pf3D7_11_v3,537300,538598,+,PF3D7_1114000
Pf3D7_11_v3,539798,541788,+,PF3D7_1114100
Pf3D7_11_v3,545131,541929,-,PF3D7_1114200
Pf3D7_11_v3,546631,547080,+,PF3D7_1114300
Pf3D7_11_v3,549365,546982,-,PF3D7_1114400
Pf3D7_11_v3,549697,551553,+,PF3D7_1114500
Pf3D7_11_v3,552258,553667,+,PF3D7_1114600
Pf3D7_11_v3,555167,558923,+,PF3D7_1114700
Pf3D7_11_v3,561216,558823,-,PF3D7_1114800
Pf3D7_11_v3,562016,569460,+,PF3D7_1114900
Pf3D7_11_v3,569760,570915,+,PF3D7_1115000
Pf3D7_11_v3,573572,570806,-,PF3D7_1115100
Pf3D7_11_v3,576407,580277,+,PF3D7_1115200
Pf3D7_11_v3,583027,581049,-,PF3D7_1115300
Pf3D7_11_v3,586168,583927,-,PF3D7_1115400
Pf3D7_11_v3,588007,589501,+,PF3D7_1115500
Pf3D7_11_v3,590630,589406,-,PF3D7_1115600
Pf3D7_11_v3,593788,591729,-,PF3D7_1115700
Pf3D7_11_v3,597275,595888,-,PF3D7_1115800
Pf3D7_11_v3,599704,602516,+,PF3D7_1115900
Pf3D7_11_v3,607001,602782,-,PF3D7_1116000
Pf3D7_11_v3,613743,607801,-,PF3D7_1116100
Pf3D7_11_v3,617611,615643,-,PF3D7_1116200
Pf3D7_11_v3,617887,619779,+,PF3D7_1116300
Pf3D7_11_v3,621369,619892,-,PF3D7_1116400
Pf3D7_11_v3,623951,626138,+,PF3D7_1116500
Pf3D7_11_v3,629433,626408,-,PF3D7_1116600
Pf3D7_11_v3,633193,630378,-,PF3D7_1116700
Pf3D7_11_v3,639599,635693,-,PF3D7_1116800
Pf3D7_11_v3,645721,643999,-,PF3D7_1116900
Pf3D7_11_v3,651678,646821,-,PF3D7_1117000
Pf3D7_11_v3,652444,654377,+,PF3D7_1117100
Pf3D7_11_v3,654477,660821,+,PF3D7_1117200
Pf3D7_11_v3,661721,662787,+,PF3D7_1117300
Pf3D7_11_v3,663787,665757,+,PF3D7_1117400
Pf3D7_11_v3,667867,665836,-,PF3D7_1117500
Pf3D7_11_v3,668123,669892,+,PF3D7_1117600
Pf3D7_11_v3,671898,670310,-,PF3D7_1117700
Pf3D7_11_v3,677551,673898,-,PF3D7_1117800
Pf3D7_11_v3,678650,683582,+,PF3D7_1117900
Pf3D7_11_v3,684734,683759,-,PF3D7_1118000
Pf3D7_11_v3,686817,688182,+,PF3D7_1118100
Pf3D7_11_v3,691754,688565,-,PF3D7_1118200
Pf3D7_11_v3,694654,699422,+,PF3D7_1118300
Pf3D7_11_v3,701074,699568,-,PF3D7_1118400
Pf3D7_11_v3,702790,705360,+,PF3D7_1118500
Pf3D7_11_v3,707425,705255,-,PF3D7_1118600
Pf3D7_11_v3,713316,708225,-,PF3D7_1118700
Pf3D7_11_v3,716294,713916,-,PF3D7_1118800
Pf3D7_11_v3,716688,718413,+,PF3D7_1118900
Pf3D7_11_v3,720091,718413,-,PF3D7_1119000
Pf3D7_11_v3,720666,722674,+,PF3D7_1119100
Pf3D7_11_v3,723454,722274,-,PF3D7_1119200
Pf3D7_11_v3,725795,724554,-,PF3D7_1119300
Pf3D7_11_v3,727895,734740,+,PF3D7_1119400
Pf3D7_11_v3,735940,738036,+,PF3D7_1119500
Pf3D7_11_v3,741873,738112,-,PF3D7_1119600
Pf3D7_11_v3,744872,746333,+,PF3D7_1119700
Pf3D7_11_v3,747951,746453,-,PF3D7_1119800
Pf3D7_11_v3,748957,754702,+,PF3D7_1119900
Pf3D7_11_v3,756102,760436,+,PF3D7_1120000
Pf3D7_11_v3,761536,762919,+,PF3D7_1120100
Pf3D7_11_v3,764719,766026,+,PF3D7_1120200
Pf3D7_11_v3,766758,768861,+,PF3D7_1120300
Pf3D7_11_v3,770838,768951,-,PF3D7_1120400
Pf3D7_11_v3,772401,775232,+,PF3D7_1120500
Pf3D7_11_v3,783640,775132,-,PF3D7_1120600
Pf3D7_11_v3,788810,784391,-,PF3D7_1120700
Pf3D7_11_v3,789651,790709,+,PF3D7_1120800
Pf3D7_11_v3,790010,791009,+,PF3D7_1120900
Pf3D7_11_v3,792196,793946,+,PF3D7_1121000
Pf3D7_11_v3,799780,793946,-,PF3D7_1121100
Pf3D7_11_v3,801459,800480,-,PF3D7_1121200
Pf3D7_11_v3,807509,801544,-,PF3D7_1121300
Pf3D7_11_v3,810182,812291,+,PF3D7_1121400
Pf3D7_11_v3,814585,812482,-,PF3D7_1121500
Pf3D7_11_v3,816672,814985,-,PF3D7_1121600
Pf3D7_11_v3,819623,822721,+,PF3D7_1121700
Pf3D7_11_v3,829314,823038,-,PF3D7_1121800
Pf3D7_11_v3,837779,835888,-,PF3D7_1121900
Pf3D7_11_v3,840227,838279,-,PF3D7_1122000
Pf3D7_11_v3,842451,840627,-,PF3D7_1122100
Pf3D7_11_v3,845728,842990,-,PF3D7_1122200
Pf3D7_11_v3,846928,848315,+,PF3D7_1122300
Pf3D7_11_v3,848915,852971,+,PF3D7_1122400
Pf3D7_11_v3,853171,859626,+,PF3D7_1122500
Pf3D7_11_v3,860133,868321,+,PF3D7_1122600
Pf3D7_11_v3,869230,868387,-,PF3D7_1122700
Pf3D7_11_v3,871653,877779,+,PF3D7_1122800
Pf3D7_11_v3,878968,895374,+,PF3D7_1122900
Pf3D7_11_v3,903865,895566,-,PF3D7_1123000
Pf3D7_11_v3,909271,916725,+,PF3D7_1123100
Pf3D7_11_v3,918227,921270,+,PF3D7_1123200
Pf3D7_11_v3,921470,924293,+,PF3D7_1123300
Pf3D7_11_v3,925293,927925,+,PF3D7_1123400
Pf3D7_11_v3,933583,928953,-,PF3D7_1123500
Pf3D7_11_v3,935665,938523,+,PF3D7_1123600
Pf3D7_11_v3,938823,939713,+,PF3D7_1123700
Pf3D7_11_v3,940113,944634,+,PF3D7_1123800
Pf3D7_11_v3,945134,946449,+,PF3D7_1123900
Pf3D7_11_v3,948549,951008,+,PF3D7_1124000
Pf3D7_11_v3,956713,950981,-,PF3D7_1124100
Pf3D7_11_v3,959355,957113,-,PF3D7_1124200
Pf3D7_11_v3,961700,964259,+,PF3D7_1124300
Pf3D7_11_v3,965779,964274,-,PF3D7_1124400
Pf3D7_11_v3,966861,969107,+,PF3D7_1124500
Pf3D7_11_v3,971392,969804,-,PF3D7_1124600
Pf3D7_11_v3,975579,974192,-,PF3D7_1124700
Pf3D7_11_v3,978144,976779,-,PF3D7_1124800
Pf3D7_11_v3,981737,983187,+,PF3D7_1124900
Pf3D7_11_v3,985829,983550,-,PF3D7_1125000
Pf3D7_11_v3,986220,988521,+,PF3D7_1125100
Pf3D7_11_v3,990562,988758,-,PF3D7_1125200
Pf3D7_11_v3,991402,996859,+,PF3D7_1125300
Pf3D7_11_v3,999781,997522,-,PF3D7_1125400
Pf3D7_11_v3,1001825,1000781,-,PF3D7_1125500
Pf3D7_11_v3,1003779,1002825,-,PF3D7_1125600
Pf3D7_11_v3,1007608,1004379,-,PF3D7_1125700
Pf3D7_11_v3,1011165,1008408,-,PF3D7_1125800
Pf3D7_11_v3,1013054,1014148,+,PF3D7_1125900
Pf3D7_11_v3,1017465,1013933,-,PF3D7_1126000
Pf3D7_11_v3,1022889,1018165,-,PF3D7_1126100
Pf3D7_11_v3,1024775,1023389,-,PF3D7_1126200
Pf3D7_11_v3,1026975,1029945,+,PF3D7_1126300
Pf3D7_11_v3,1030545,1031882,+,PF3D7_1126400
Pf3D7_11_v3,1032982,1037169,+,PF3D7_1126500
Pf3D7_11_v3,1040089,1037242,-,PF3D7_1126600
Pf3D7_11_v3,1046220,1040389,-,PF3D7_1126700
Pf3D7_11_v3,1049688,1052966,+,PF3D7_1126800
Pf3D7_11_v3,1054597,1053241,-,PF3D7_1126900
Pf3D7_11_v3,1058461,1055897,-,PF3D7_1127000
Pf3D7_11_v3,1061117,1059961,-,PF3D7_1127100
Pf3D7_11_v3,1062584,1063473,+,PF3D7_1127200
Pf3D7_11_v3,1064684,1063269,-,PF3D7_1127300
Pf3D7_11_v3,1065452,1066970,+,PF3D7_1127400
Pf3D7_11_v3,1067170,1070620,+,PF3D7_1127500
Pf3D7_11_v3,1071751,1074214,+,PF3D7_1127600
Pf3D7_11_v3,1076406,1074325,-,PF3D7_1127700
Pf3D7_11_v3,1081920,1076887,-,PF3D7_1127800
Pf3D7_11_v3,1085513,1083220,-,PF3D7_1127900
Pf3D7_11_v3,1087313,1093306,+,PF3D7_1128000
Pf3D7_11_v3,1096416,1094508,-,PF3D7_1128100
Pf3D7_11_v3,1096732,1097928,+,PF3D7_1128200
Pf3D7_11_v3,1103915,1097866,-,PF3D7_1128300
Pf3D7_11_v3,1106885,1104115,-,PF3D7_1128400
Pf3D7_11_v3,1107306,1110043,+,PF3D7_1128500
Pf3D7_11_v3,1112116,1110135,-,PF3D7_1128600
Pf3D7_11_v3,1113916,1115678,+,PF3D7_1128700
Pf3D7_11_v3,1118178,1120986,+,PF3D7_1128900
Pf3D7_11_v3,1121586,1123578,+,PF3D7_1129000
Pf3D7_11_v3,1125578,1127711,+,PF3D7_1129100
Pf3D7_11_v3,1128411,1131014,+,PF3D7_1129200
Pf3D7_11_v3,1137274,1130993,-,PF3D7_1129300
Pf3D7_11_v3,1139980,1137874,-,PF3D7_1129400
Pf3D7_11_v3,1141180,1143911,+,PF3D7_1129500
Pf3D7_11_v3,1144511,1149071,+,PF3D7_1129600
Pf3D7_11_v3,1150978,1149775,-,PF3D7_1129700
Pf3D7_11_v3,1152019,1153528,+,PF3D7_1129800
Pf3D7_11_v3,1154336,1153469,-,PF3D7_1129850
Pf3D7_11_v3,1156436,1158667,+,PF3D7_1129900
